line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1564,"['Hong', 'Kong']",,31,32,-1,-1
1565,['sixth'],"['第', '六', '水', '源', '新', '建', '工', '程']",6,6,0,7
1565,"['20', 'million', 'yuan']","['两', '千', '万', '元']",14,16,13,16
1565,"['1.5', 'million', 'tons']","['十', '五', '万', '吨']",28,30,24,27
1565,"['Xining', 'city']","['西', '宁', '市']",46,47,36,38
1567,['1964'],"['一', '九', '六', '四', '年']",1,1,0,4
1567,"['Jinchuan', 'Company']","['金', '川', '公', '司']",3,4,6,9
1567,['first'],"['第', '一']",7,7,12,13
1568,"['the', 'span', 'of', '19', 'years']","['十', '九', '年', '间']",1,5,0,3
1568,['China'],"['中', '国']",27,27,5,6
1568,"['more', 'than', '50']","['五', '十', '多', '家']",13,15,7,10
1568,['hundreds'],"['数', '百', '名']",7,7,21,23
1568,"['Jinchuan', 'company']","['金', '川', '公', '司']",36,37,30,33
1568,['Jinchuan'],"['金', '川']",58,58,46,47
1569,['599'],"['五', '百', '九', '十', '九', '项']",10,10,8,13
1569,['186'],"['一', '百', '八', '十', '六', '项']",17,17,21,26
1569,['139'],"['一', '百', '三', '十', '九', '项']",27,27,36,41
1569,['11'],"['十', '一', '项']",39,39,57,59
1570,"['Jinchuan', 'Company']","['金', '川', '公', '司']",8,9,5,8
1570,['7'],"['七', '种']",14,14,22,23
1570,['14'],"['十', '四', '种']",17,17,27,29
1570,"['26.5', '%']","['百', '分', '之', '二', '十', '六', '点', '五']",31,32,41,48
1570,"['more', 'than', '10']","['十', '多', '倍']",45,47,61,63
1571,"['2.66', 'billion', 'yuan']","['二', '十', '六', '点', '六', '亿', '元']",21,23,3,9
1571,['Chinese'],"['中', '国']",14,14,12,13
1571,['Jinchuan'],"['金', '川', '二', '期', '工', '程']",7,7,27,32
1571,['1988'],"['一', '九', '八', '八', '年']",10,10,33,37
1571,"['the', 'Jinchuan', 'Company']","['金', '川', '公', '司']",34,36,42,45
1571,['second'],,3,3,-1,-1
1573,['Chinese'],"['中', '国']",1,1,0,1
1573,"['about', '3', 'years']","['三', '年']",10,12,11,12
1573,"['the', 'end', 'of', 'this', 'century']","['本', '世', '纪', '末']",48,52,56,59
1574,"['the', 'State', 'Council']","['国', '务', '院']",2,4,3,5
1574,"['3', '-', 'year']","['三', '年']",16,18,12,13
1576,['China'],"['中', '国']",7,7,6,7
1576,"['more', 'than', '300,000']","['三', '十', '多', '万', '家']",9,11,14,18
1576,"['14,500']","['一', '万', '四', '千', '五', '百', '多', '家']",18,18,29,36
1579,['27'],"['二', '十', '七', '个']",11,11,7,10
1579,"['last', 'year']","['去', '年']",32,33,26,27
1580,"['27.2', 'million', 'tons']","['二', '千', '七', '百', '二', '十', '万', '吨']",11,13,14,21
1580,"['23', 'million', 'tons']","['二', '千', '三', '百', '万', '吨']",23,25,30,35
1580,"['12', '%']","['百', '分', '之', '十', '二']",29,30,39,43
1582,"['31.8', 'billion', 'yuan']","['三', '百', '一', '十', '八', '亿', '元']",9,11,13,19
1582,['15'],"['十', '五', '个']",22,22,32,34
1584,['48'],"['四', '十', '八', '家']",10,10,10,13
1584,"['15', 'billion', 'yuan']","['一', '百', '五', '十', '亿', '元']",23,25,31,36
1585,"['this', 'year']","['今', '年']",13,14,6,7
1585,"['15', 'billion', 'US', 'dollars']","['一', '百', '五', '十', '亿', '美', '元']",20,23,29,35
1585,"['21', '%']","['百', '分', '之', '二', '十', '一']",27,28,41,46
1585,"['34', 'billion', 'US', 'dollars']","['三', '百', '四', '十', '亿', '美', '元']",45,48,57,63
1585,"['last', 'year']","['去', '年']",55,56,66,67
1585,"['10.7', '%']","['百', '分', '之', '十', '点', '七']",52,53,70,75
1585,"['the', 'same', 'period', 'last', 'year']",,30,34,-1,-1
1586,"['16', 'billion', 'US', 'dollars']","['一', '百', '六', '十', '亿', '美', '元']",6,9,9,15
1586,"['97', '%']","['百', '分', '之', '九', '十', '七']",19,20,28,33
1588,['Ningbo'],"['宁', '波']",14,14,5,6
1589,['1993'],"['一', '九', '九', '三', '年']",1,1,0,4
1589,"['over', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",6,10,8,12
1589,"['tens', 'and', 'twenties']","['十', '几', '个']",17,19,22,24
1590,['Beilun'],"['北', '仑', '港']",3,3,0,2
1592,"['the', 'Ministry', 'of', 'Foreign', 'Economy', 'and', 'Trade']","['外', '经', '贸', '部']",4,10,2,5
1592,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['今', '年', '十', '一', '月', '底']",16,22,15,20
1592,['China'],"['中', '国']",24,24,22,23
1592,"['302,464']","['三', '十', '万', '零', '二', '千', '四', '百', '六', '十', '四', '家']",31,31,36,47
1593,['China'],"['中', '国']",3,3,3,4
1593,"['more', 'than', '170']","['一', '百', '七', '十', '多', '个']",20,22,27,32
1594,"['the', 'end', 'of', 'September', 'of', 'this', 'year']","['今', '年', '九', '月', '底']",1,7,3,7
1594,['China'],"['中', '国']",30,30,22,23
1594,['ten'],"['十', '位']",21,21,30,31
1594,"['Hong', 'Kong']","['香', '港']",33,34,41,42
1594,['Taiwan'],"['台', '湾']",36,36,44,45
1594,['Japan'],"['日', '本']",38,38,47,48
1594,['US'],"['美', '国']",40,40,50,51
1594,['Singapore'],"['新', '加', '坡']",42,42,53,55
1594,['Korea'],"['韩', '国']",44,44,57,58
1594,['UK'],"['英', '国']",46,46,60,61
1594,['Germany'],"['德', '国']",48,48,63,64
1594,"['Virgin', 'Islands']","['维', '尔', '京', '群', '岛']",50,51,66,70
1594,['France'],"['法', '国']",53,53,72,73
1594,['first'],,20,20,-1,-1
1595,"['Hong', 'Kong']","['香', '港']",3,4,2,3
1595,"['over', '55', '%']","['百', '分', '之', '五', '十', '五', '以', '上']",21,23,33,40
1597,"['the', 'State', 'Planning', 'Commission']","['国', '家', '计', '委']",4,7,0,3
1597,['China'],"['中', '国']",21,21,22,23
1599,"['the', 'State', 'Taxation', 'Administration']","['国', '家', '税', '务', '总', '局']",3,6,0,5
1599,"['next', 'year']","['明', '年', '开', '始']",11,12,15,18
1600,['China'],"['中', '国']",15,15,10,11
1600,"['Sino', '-', 'foreign']",,7,9,-1,-1
1600,['two'],,34,34,-1,-1
1601,['China'],"['中', '国']",8,8,9,10
1601,"['over', '300,000']","['三', '十', '万', '家']",12,13,23,26
1601,"['about', '200', 'billion', 'US', 'dollars']","['二', '千', '亿', '美', '元']",26,30,35,39
1602,"['over', '20', '%']","['二', '成', '以', '上']",7,9,16,19
1603,['China'],"['中', '国']",7,7,10,11
1606,"['the', 'first', 'eleven', 'months', 'of', 'this', 'year', 'alone']","['今', '年', '前', '十', '一', '个', '月']",1,8,1,7
1606,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['中', '国', '进', '出', '口', '银', '行']",10,16,9,15
1606,"['Bank', 'of', 'China']","['中', '国', '银', '行']",27,29,18,21
1606,['17'],"['十', '七', '家']",23,23,25,27
1606,['24'],"['二', '十', '四', '份']",18,18,33,36
1606,"['1.4', 'billion', 'yuan', 'RMB']","['十', '四', '亿', '元', '人', '民', '币']",38,41,52,58
1607,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['中', '国', '进', '出', '口', '银', '行']",4,10,3,9
1609,"['the', 'Yangtze', 'River']","['长', '江', '三', '峡', '工', '程']",27,29,0,5
1609,['second'],['二'],18,18,6,6
1609,['today'],"['今', '天']",33,33,28,29
1609,"['the', 'Yangtze', 'River', 'Three', 'Gorges', 'Development', 'Corporation', 'of', 'China']","['中', '国', '长', '江', '三', '峡', '工', '程', '开', '发', '总', '公', '司']",35,43,31,43
1609,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['中', '保', '财', '产', '保', '险', '公', '司']",45,50,45,52
1609,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",56,59,54,57
1609,"['4.02', 'billion', 'yuan']","['四', '十', '点', '二', '亿', '元']",65,67,68,73
1609,['China'],"['中', '国']",88,88,76,77
1609,"['the', 'Three', 'Gorges', 'Project']",,22,25,-1,-1
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",6,9,2,5
1610,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['中', '保', '财', '产', '保', '险', '公', '司']",11,16,11,18
1610,['three'],"['三', '峡']",27,27,25,26
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",37,40,43,46
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",50,53,60,63
1611,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['中', '保', '财', '产', '保', '险', '公', '司']",4,9,6,13
1611,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",20,23,16,19
1611,"['nearly', '10', 'billion', 'yuan']","['百', '亿', '元']",26,29,32,34
1611,['Xiling'],"['西', '陵', '长', '江', '大', '桥']",44,44,49,54
1611,['first'],['一'],52,52,62,62
1611,['second'],['二'],68,68,81,81
1611,['second'],['二'],73,73,86,86
1611,"['the', 'Yangtze', 'River', 'Bridge']",,39,42,-1,-1
1612,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",9,12,4,7
1612,['second'],['二'],5,5,8,8
1613,"['the', 'Three', 'Gorges', 'Development', 'Corporation']","['三', '峡', '开', '发', '总', '公', '司']",11,15,0,6
1614,['today'],"['今', '天']",6,6,2,3
1614,"['the', 'Property', 'Insurance', 'Company', 'of', 'China', 'Insurance']","['中', '保', '财', '产', '保', '险', '公', '司']",36,42,51,58
1617,"['the', 'end', 'of', 'November']","['十', '一', '月', '底']",1,4,1,4
1617,"['41.9', 'billion', 'yuan']","['四', '百', '一', '十', '九', '亿', '元']",21,23,22,28
1617,"['30.7', 'billion', 'yuan']","['三', '百', '零', '七', '亿', '元']",37,39,45,50
1621,"['Guangdong', 'Province']","['广', '东', '省']",5,6,0,2
1621,"['recent', 'years']","['近', '几', '年']",8,9,7,9
1622,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1624,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1624,"['Guangdong', 'Province']","['广', '东', '省']",4,5,4,6
1624,"['the', 'Zhujiang', 'Delta']","['珠', '江', '三', '角', '洲']",8,10,8,12
1624,['seven'],"['七', '大']",17,17,38,39
1625,['Guangdong'],"['广', '东']",3,3,3,4
1625,['Guangzhou'],"['广', '州']",20,20,8,9
1625,['Zhongshan'],"['中', '山']",22,22,11,12
1625,['Shenzhen'],"['深', '圳']",24,24,14,15
1625,['6'],"['六', '个']",6,6,17,18
1625,['3'],"['三', '个']",29,29,33,34
1625,"['2,580']","['二', '千', '五', '百', '八', '十', '家']",43,43,46,52
1625,['315'],"['三', '百', '一', '十', '五', '家']",48,48,62,67
1627,"['April', 'of', 'last', 'year']","['去', '年', '四', '月']",1,4,0,3
1627,"['the', 'CR', 'Company']","['Ｃ', 'Ｒ', '公', '司']",6,8,5,8
1627,"['5', '%']","['百', '分', '之', '五']",23,24,29,32
1628,"['Qihuan', 'Duan']","['段', '祺', '华']",4,5,0,2
1628,"['First', 'National', 'Bank']","['第', '一', '国', '民', '银', '行']",30,32,40,45
1629,"['1.7', 'million', 'US', 'dollars']","['一', '百', '七', '十', '万', '美', '元']",8,11,5,11
1629,['two'],,1,1,-1,-1
1630,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1630,['ten'],"['十', '余']",12,12,19,20
1630,"['nearly', '10', 'million', 'US', 'dollars']","['千', '万', '美', '元']",24,28,42,45
1632,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['今', '年', '到', '十', '一', '月', '底']",1,7,0,6
1632,"['20', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",19,22,20,24
1632,"['20.212', 'billion', 'US', 'dollars']","['二', '百', '零', '二', '点', '一', '二', '亿', '美', '元']",29,32,27,36
1632,"['13.96', 'billion', 'US', 'dollars']","['一', '百', '三', '十', '九', '点', '六', '亿', '美', '元']",38,41,42,51
1632,"['the', 'same', 'period', 'last', 'year']","['去', '年']",54,58,54,55
1632,"['21.93', '%']","['百', '分', '之', '二', '十', '一', '点', '九', '三']",47,48,62,70
1632,"['17.95', '%']","['百', '分', '之', '十', '七', '点', '九', '五']",50,51,72,79
1632,['first'],,25,25,-1,-1
1633,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1633,"['Jiangsu', 'Province']","['江', '苏', '省']",4,5,4,6
1634,"['the', 'past', 'five', 'years']","['近', '五', '年']",5,8,4,6
1634,"['Jiangsu', 'Province']","['江', '苏', '省']",10,11,8,10
1634,"['more', 'than', '80', 'billion', 'yuan']","['八', '百', '多', '亿', '元', '人', '民', '币']",36,40,55,62
1635,['Jiangsu'],"['江', '苏']",12,12,15,16
1636,"['January', 'to', 'November']","['一', '到', '十', '一', '月', '份']",1,3,0,5
1636,['1819'],"['一', '千', '八', '百', '一', '十', '九', '个']",9,9,19,26
1636,"['7.694', 'billion', 'US', 'dollars']","['七', '十', '六', '点', '九', '四', '亿', '美', '元']",24,27,32,40
1637,"['more', 'than', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",5,10,3,7
1637,['213'],"['二', '百', '一', '十', '三', '个']",12,12,14,19
1637,"['5.934', 'billion', 'US', 'dollars']","['五', '十', '九', '点', '三', '四', '亿', '美', '元']",19,22,25,33
1637,"['12.6', '%']","['百', '分', '之', '十', '二', '点', '六']",27,28,41,47
1637,"['82.4', '%']","['百', '分', '之', '八', '十', '二', '点', '四']",30,31,49,56
1639,['234'],"['二', '百', '三', '十', '四', '个']",5,5,2,7
1639,"['1.234', 'billion', 'US', 'dollars']","['十', '二', '点', '三', '四', '亿', '美', '元']",15,18,22,29
1639,"['the', 'same', 'period', 'last', 'year']","['去', '年']",29,33,34,35
1639,"['26', '%']","['百', '分', '之', '二', '十', '六']",22,23,40,45
1639,"['119', '%']","['百', '分', '之', '一', '百', '一', '十', '九']",25,26,47,54
1639,"['recent', 'years']","['近', '几', '年']",41,42,57,59
1640,"['the', 'Suzhou', 'Industrial', 'Zone']","['苏', '州', '工', '业', '园', '区']",19,22,10,15
1640,"['the', 'Kunshan', 'Economic', 'and', 'Technological', 'Development', 'Zone']","['昆', '山']",24,30,17,18
1640,"['the', 'Zhangjiagang', 'Tariff', '-', 'free', 'Zone']","['张', '家', '港']",33,38,27,29
1640,['eleven'],"['十', '一', '个']",4,4,34,36
1640,['half'],"['一', '半']",56,56,65,66
1640,['China'],,13,13,-1,-1
1640,['Singapore'],,15,15,-1,-1
1641,"['January', 'to', 'November']","['一', '到', '十', '一', '月', '份']",1,3,0,5
1641,"['the', 'same', 'period', 'last', 'year']","['去', '年']",40,44,44,45
1641,"['more', 'than', '30', '%']","['百', '分', '之', '三', '十']",34,37,50,54
1643,['Shaanxi'],"['陕', '西']",6,6,0,1
1643,"['over', 'ninety', 'percent']","['九', '成', '以', '上']",9,11,15,18
1643,"['more', 'than', 'thirty', 'percent']","['三', '成', '上']",27,30,30,32
1643,"['fifty', 'percent']","['五', '成', '以', '上']",40,41,42,45
1651,"['Shaanxi', 'Province']","['陕', '西', '省']",5,6,0,2
1651,"['more', 'than', '2400']","['二', '千', '四', '百', '多', '个']",11,13,14,19
1651,"['4', 'billion', 'US', 'dollars']","['四', '十', '多', '亿', '美', '元']",24,27,28,33
1651,"['1.6', 'billion', 'US', 'dollars']","['十', '六', '亿', '美', '元']",34,37,43,47
1652,['China'],"['中', '国']",16,16,7,8
1652,['five'],['五'],10,10,11,11
1652,['first'],,7,7,-1,-1
1653,"['more', 'than', '50']","['五', '十', '多', '个']",6,8,7,10
1653,['Shaanxi'],"['陕', '西']",16,16,21,22
1654,['US'],"['美', '国', '英', '特', '尔', '公', '司']",8,8,0,6
1654,['UK'],"['英', '国', '罗', '罗', '公', '司']",15,15,8,13
1654,"['South', 'Korea']","['韩', '国', '大', '宇', '公', '司']",21,22,15,20
1654,['Germany'],"['德', '国', '西', '门', '子', '公', '司']",28,28,22,28
1654,['Holland'],"['荷', '兰', 'Ｍ', 'Ｅ', 'Ｐ', '公', '司']",34,34,30,36
1654,['Shaanxi'],"['陕', '西']",46,46,49,50
1654,"['the', 'Intel', 'Corp.']",,4,6,-1,-1
1654,"['the', 'Luoluo', 'Corp.']",,10,12,-1,-1
1654,"['the', 'Daewoo', 'Corp.']",,17,19,-1,-1
1654,"['the', 'Siemens', 'Corp.']",,24,26,-1,-1
1654,"['the', 'MEP', 'Corp.']",,30,32,-1,-1
1656,"['Hong', 'Kong']","['香', '港']",4,5,5,6
1658,"['Yangpu', 'Development', 'Zone']","['洋', '浦']",18,20,3,4
1658,"['600,000', 'ton']","['六', '十', '万', '吨']",3,4,17,20
1658,"['State', 'Council']","['国', '务', '院']",24,25,26,28
1658,['one'],,9,9,-1,-1
1659,['first'],"['首', '个']",1,1,0,1
1659,"['the', 'Jindao', 'Refined', 'Rice', 'Processing', 'Factory']","['精', '米', '加', '工', '厂']",8,13,12,16
1659,"['the', 'end', 'of', 'last', 'year']","['去', '年', '底']",22,26,19,21
1660,['three'],"['三', '个']",2,2,6,7
1661,"['more', 'than', 'twenty']","['二', '十', '多', '个']",7,9,21,24
1661,"['7', 'billion', 'US', 'dollars']","['七', '十', '亿', '美', '元']",40,43,46,50
1662,"['the', 'past', 'five', 'years']","['过', '去', '五', '年']",1,4,0,3
1662,"['4', 'billion', 'HK', 'dollars']","['四', '十', '亿', '港', '元']",10,13,14,18
1665,"['the', 'year']","['全', '年']",3,4,0,1
1670,"['31.1', '%']","['百', '分', '之', '三', '十', '一', '点', '一']",29,30,35,42
1670,"['12.5', '%']","['百', '分', '之', '十', '二', '点', '五']",32,33,44,50
1671,['10'],['十'],1,1,0,0
1671,['Japan'],"['日', '本']",6,6,8,9
1671,"['Hong', 'Kong']","['香', '港']",8,9,11,12
1671,['US'],"['美', '国']",12,12,14,15
1671,['EU'],"['欧', '盟']",15,15,17,18
1671,"['South', 'Korea']","['韩', '国']",17,18,20,21
1671,['Taiwan'],"['台', '湾']",20,20,23,24
1671,['Singapore'],"['新', '加', '坡']",22,22,26,28
1671,['Russia'],"['俄', '罗', '斯']",24,24,30,32
1671,['Australia'],"['澳', '大', '利', '亚']",26,26,34,37
1671,['Indonesia'],"['印', '尼']",28,28,39,40
1673,['ten'],"['十', '位']",2,2,6,7
1673,['Guangdong'],"['广', '东']",13,13,13,14
1673,['Shanghai'],"['上', '海']",15,15,16,17
1673,['Jiangsu'],"['江', '苏']",17,17,19,20
1673,['Shandong'],"['山', '东']",19,19,22,23
1673,['Fujian'],"['福', '建']",21,21,25,26
1673,['Zhejiang'],"['浙', '江']",23,23,28,29
1673,['Beijing'],"['北', '京']",25,25,31,32
1673,['Liaoning'],"['辽', '宁']",27,27,34,35
1673,['Tianjin'],"['天', '津']",29,29,37,38
1673,['Hebei'],"['河', '北']",31,31,40,41
1674,['ten'],['十'],1,1,0,0
1674,"['162.19', 'billion', 'US', 'dollars']","['一', '千', '六', '百', '二', '十', '一', '点', '九', '亿', '美', '元']",7,10,7,18
1674,"['88.8', '%']","['百', '分', '之', '八', '十', '八', '点', '八']",14,15,24,31
1677,['1997'],"['一', '九', '九', '七', '年']",22,22,0,4
1677,"['Hong', 'Kong']","['香', '港']",9,10,8,9
1678,"['Hong', 'Kong']","['香', '港']",3,4,3,4
1678,['second'],"['第', '二']",7,7,9,10
1679,"['Hong', 'Kong']","['香', '港']",3,4,6,7
1680,"['Hong', 'Kong']","['香', '港']",11,12,15,16
1681,"['January', 'to', 'November', 'of', 'last', 'year']","['去', '年', '一', '至', '十', '一', '月']",1,6,0,6
1681,"['Hong', 'Kong']","['香', '港']",27,28,11,12
1681,"['1,474']","['一', '千', '四', '百', '七', '十', '四', '份']",11,11,33,40
1681,"['2.094', 'billion', 'US', 'dollars']","['二', '十', '点', '九', '四', '亿', '美', '元']",35,38,46,53
1681,"['billion', 'US', 'dollars']","['十', '五', '点', '八', '亿', '美', '元']",45,47,60,66
1681,"['Hong', 'Kong']",['港'],58,59,69,69
1681,"['21,153']","['二', '万', '一', '千', '一', '百', '五', '十', '三', '人', '次']",49,49,74,84
1683,"['80', 'million', 'US', 'dollars']","['八', '千', '万', '美', '元']",6,9,7,11
1683,"['1.4', 'million']","['一', '百', '四', '十', '万', '台']",18,19,22,27
1684,"['all', 'of', 'last', 'year']","['去', '年', '一', '年']",1,4,0,3
1684,['Hitachi'],"['日', '立']",14,14,6,7
1684,['ten'],"['十', '家']",8,8,30,31
1684,"['255', 'million', 'US', 'dollars']","['二', '点', '五', '五', '亿', '美', '元']",37,40,40,46
1685,['Pudong'],"['浦', '东']",35,35,33,34
1686,['102'],"['一', '百', '零', '二', '个']",23,23,23,27
1686,['52'],"['五', '十', '二', '个']",28,28,37,40
1686,['50'],"['五', '十', '个']",33,33,46,48
1688,['first'],,4,4,-1,-1
1690,"['Great', 'Wall']","['长', '城', '信', '用', '卡']",4,5,0,4
1690,"['7.8', 'million']","['七', '百', '八', '十', '万', '张']",9,10,11,16
1690,"['the', 'year']","['当', '年']",20,21,18,19
1690,"['12', 'billion', 'yuan']","['一', '百', '二', '十', '亿', '元']",23,25,30,35
1690,"['the', 'previous', 'year']","['上', '年']",35,37,40,41
1690,"['66', '%']","['百', '分', '之', '六', '十', '六']",28,29,44,49
1690,"['17.6', '%']","['百', '分', '之', '十', '七', '点', '六']",31,32,51,57
1692,['China'],"['中', '国', '第', '一', '汽', '车', '集', '团', '公', '司']",32,32,27,36
1692,"['the', 'FAW', 'Group', 'Corporation']",,27,30,-1,-1
1693,['FAW'],"['一', '汽']",6,6,3,4
1693,['four'],['四'],9,9,38,38
1694,['FAW'],"['一', '汽']",16,16,19,20
1694,['26'],"['二', '十', '六', '家']",32,32,41,44
1695,['FAW'],"['一', '汽']",2,2,3,4
1695,['35'],"['三', '十', '五', '个']",4,4,8,11
1695,['twelve'],"['十', '二', '个']",8,8,16,18
1695,['eleven'],"['十', '一', '个']",14,14,25,27
1695,['fourteen'],"['十', '四', '个']",18,18,34,36
1695,"['more', 'than', '240']","['二', '百', '四', '十', '多', '家']",24,26,43,48
1696,['FAW'],"['一', '汽']",13,13,24,25
1697,"['the', 'FAW', 'Group']","['一', '汽', '集', '团']",6,8,0,3
1699,['Customs'],,3,3,-1,-1
1700,['Customs'],,8,8,-1,-1
1701,"['the', 'State', 'Department']","['国', '务', '院']",9,11,0,2
1701,"['Lanqing', 'Li']","['李', '岚', '清']",12,13,6,8
1701,"['Gan', 'Luo']","['罗', '干']",17,18,14,15
1701,"['Guanlin', 'Qian']","['钱', '冠', '林']",23,24,18,20
1701,['State'],,15,15,-1,-1
1703,['2500'],"['二', '千', '五', '百', '户']",13,13,22,26
1703,['1989'],"['一', '千', '九', '百', '八', '十', '九', '户']",23,23,39,46
1703,['1080'],"['一', '千', '零', '八', '十', '户']",35,35,51,56
1705,['1997'],"['一', '九', '九', '七', '年']",1,1,0,4
1705,['State'],,6,6,-1,-1
1706,['three'],"['三', '项']",11,11,2,3
1706,"['more', 'than', '70', 'percent']","['百', '分', '之', '七', '十']",19,22,31,35
1706,['State'],,6,6,-1,-1
1706,['State'],,25,25,-1,-1
1707,"['last', 'year']","['去', '年']",12,13,9,10
1707,"['about', '130', 'billion', 'yuan']","['一', '千', '三', '百', '亿', '元']",15,18,22,27
1707,['State'],,21,21,-1,-1
1707,['State'],,34,34,-1,-1
1708,"['over', '50', 'percent']","['一', '半']",28,30,30,31
1708,"['90', 'percent']","['九', '成']",39,40,42,43
1709,"['this', 'year']","['今', '年']",10,11,22,23
1711,['1997'],"['一', '九', '九', '七', '年']",12,12,4,8
1712,"['last', 'year']","['上', '年']",14,15,12,13
1713,"['the', 'whole', 'year']","['全', '年']",11,13,0,1
1714,['State'],,4,4,-1,-1
1719,"['last', 'year']","['上', '年']",16,17,11,12
1719,"['2', '%']","['百', '分', '之', '二']",10,11,15,18
1720,['ten'],"['十', '种']",16,16,16,17
1720,"['14.6', '%']","['百', '分', '之', '十', '四', '点', '六']",29,30,32,38
1720,"['32.3', '%']","['百', '分', '之', '三', '十', '二', '点', '三']",32,33,40,47
1721,"['1.1', '%']","['百', '分', '之', '一', '点', '一']",15,16,15,20
1721,"['9.2', '%']","['百', '分', '之', '九', '点', '二']",18,19,22,27
1723,"['1.6', '%']","['百', '分', '之', '一', '点', '六']",29,30,30,35
1723,"['10.3', '%']","['百', '分', '之', '十', '点', '三']",32,33,37,42
1724,"['21.9', '%']","['百', '分', '之', '二', '十', '一', '点', '九']",30,31,40,47
1724,['1.7'],"['一', '点', '七', '倍']",33,33,49,52
1725,"['10', '%']","['百', '分', '之', '十']",28,29,41,44
1725,"['19.2', '%']","['百', '分', '之', '十', '九', '点', '二']",31,32,46,52
1727,"['6.8354', 'trillion', 'yuan']","['六', '点', '八', '三', '五', '四', '万', '亿', '元']",7,9,10,18
1727,"['last', 'year']","['上', '年']",19,20,21,22
1727,"['10.7', '%']","['百', '分', '之', '十', '点', '七']",13,14,25,30
1729,"['January', 'to', 'November']","['一', '至', '十', '一', '月']",1,3,0,4
1729,"['370,000']","['三', '十', '七', '万', '家']",14,14,12,16
1729,"['89.4', '%']","['百', '分', '之', '八', '十', '九', '点', '四']",25,26,34,41
1729,"['the', 'same', 'period', 'last', 'year']","['上', '年']",34,38,44,45
1729,"['3.4', '%']","['三', '点', '四', '个', '百', '分', '点']",28,29,50,56
1730,"['the', 'State', 'Statistical', 'Bureau']","['国', '家', '统', '计', '局']",3,6,0,4
1730,"['last', 'year']","['去', '年']",9,10,10,11
1732,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1732,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '券', '交', '易', '所']",19,23,27,33
1733,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",10,14,7,11
1733,"['more', 'than', '340']","['３', '４', '０', '多', '家']",17,19,21,25
1733,"['5', 'years', 'ago']","['５', '年', '前']",24,26,28,30
1734,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",13,17,5,9
1734,"['almost', '50']","['５', '０', '个']",19,20,22,24
1735,['US'],"['美', '国']",18,18,11,12
1735,['US'],"['美', '国']",30,30,31,32
1735,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",35,39,42,46
1736,['1992'],"['１', '９', '９', '２', '年']",22,22,5,9
1736,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",10,14,18,22
1736,"['60', 'billion', 'US', 'dollars']","['６', '０', '０', '亿', '美', '元']",17,20,30,35
1737,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",12,16,18,22
1737,['US'],"['美', '国']",39,39,43,44
1737,"['Wall', 'Street']",,4,5,-1,-1
1738,"['New', 'York']","['纽', '约']",20,21,24,25
1740,"['January', 'to', 'November', 'in', '1997']","['一', '九', '九', '七', '年', '一', '至', '十', '一', '月', '份']",6,10,7,17
1740,"['the', 'same', 'period', 'last', 'year']","['上', '年']",32,36,36,37
1740,"['15.39', '%']","['百', '分', '之', '十', '五', '点', '三', '九']",25,26,44,51
1740,"['33.52', '%']","['百', '分', '之', '三', '十', '三', '点', '五', '二']",28,29,53,61
1740,"['21.33', '%']","['百', '分', '之', '二', '十', '一', '点', '三', '三']",47,48,79,87
1740,"['5.4', '%']","['五', '点', '四', '个', '百', '分', '点']",69,70,106,112
1740,"['the', 'same', 'period', 'last', 'year']",,50,54,-1,-1
1741,['China'],"['中', '国']",8,8,0,1
1741,"['successive', 'years']","['连', '年']",13,14,10,11
1741,['1997'],"['一', '九', '九', '七', '年']",21,21,15,19
