line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1576,"['more', 'than', '300,000']","['三', '十', '多', '万']",9,11,14,17
1576,['China'],"['前', '中', '国']",7,7,5,7
1576,"['14,500']","['三', '十', '多', '万', '家', '，', '其', '中', '国']",18,18,14,22
1579,"['last', 'year']","['去', '年']",32,33,26,27
1579,['27'],"['二', '十', '七']",11,11,7,9
1580,"['23', 'million', 'tons']","['二', '千', '七', '百', '二', '十', '万', '吨']",23,25,14,21
1580,"['27.2', 'million', 'tons']","['二', '千', '七', '百', '二', '十', '万', '吨']",11,13,14,21
1580,"['12', '%']","['二', '千', '三', '百', '万', '吨', '，', '增', '长', '百', '分']",29,30,30,40
1582,"['31.8', 'billion', 'yuan']","['三', '百', '一', '十', '八', '亿', '元']",9,11,13,19
1582,['15'],"['三', '百', '一', '十', '八', '亿', '元', '，']",22,22,13,20
1584,"['15', 'billion', 'yuan']","['一', '百', '五', '十', '亿', '元']",23,25,31,36
1584,['48'],"['已', '有', '四', '十', '八']",10,10,8,12
1585,"['this', 'year']","['今', '年']",13,14,6,7
1585,"['15', 'billion', 'US', 'dollars']","['三', '百', '四', '十', '亿', '美', '元']",20,23,57,63
1585,"['34', 'billion', 'US', 'dollars']","['三', '百', '四', '十', '亿', '美', '元']",45,48,57,63
1585,"['last', 'year']","['今', '年']",55,56,6,7
1585,"['21', '%']","['三', '百', '四', '十', '亿', '美', '元', '，']",27,28,57,64
1585,"['10.7', '%']","['三', '百', '四', '十', '亿', '美', '元', '，', '比', '去', '年', '增', '长', '百', '分']",52,53,57,71
1586,"['16', 'billion', 'US', 'dollars']","['一', '百', '六', '十', '亿', '美', '元']",6,9,9,15
1586,"['97', '%']","['一', '百', '六', '十', '亿', '美', '元', '，', '化', '工', '产', '品', '产', '销', '率']",19,20,9,23
1588,['Ningbo'],"['宁', '波']",14,14,5,6
1589,"['over', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",6,10,8,12
1589,['1993'],"['三', '年']",1,1,3,4
1589,"['tens', 'and', 'twenties']","['三', '年', '以', '后', '，', '一', '千', '万', '美']",17,19,3,11
1590,['Beilun'],"['北', '仑']",3,3,0,1
1592,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['截', '止', '今', '年']",16,22,13,16
1592,['China'],"['今', '年', '十', '一', '月', '底', '，', '中', '国']",24,24,15,23
1592,"['the', 'Ministry', 'of', 'Foreign', 'Economy', 'and', 'Trade']","['经', '贸']",4,10,3,4
1592,"['302,464']","['三', '十', '万', '零', '二', '千', '四', '百', '六', '十', '四', '家', '。']",31,31,36,48
1593,"['more', 'than', '170']","['一', '百', '七', '十']",20,22,27,30
1593,['China'],"['前', '，', '中', '国', '利', '用', '外', '商']",3,3,1,8
1594,"['the', 'end', 'of', 'September', 'of', 'this', 'year']","['今', '年']",1,7,3,4
1594,['ten'],"['前', '十']",21,21,29,30
1594,['UK'],"['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美']",46,46,40,50
1594,['France'],['：'],53,53,40,40
1594,['US'],"['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美']",40,40,40,50
1594,"['Virgin', 'Islands']","['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美', '国']",50,51,40,51
1594,['Germany'],"['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美', '国']",48,48,40,51
1594,['Singapore'],"['：', '香', '港', '、', '台', '湾']",42,42,40,45
1594,"['Hong', 'Kong']","['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美', '国']",33,34,40,51
1594,['China'],"['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美']",30,30,40,50
1594,['Korea'],"['新', '加', '坡', '、', '韩']",44,44,53,57
1594,['Taiwan'],"['：', '香', '港', '、', '台']",36,36,40,44
1594,['Japan'],"['：', '香', '港', '、', '台', '湾', '、', '日', '本', '、', '美']",38,38,40,50
1595,"['Hong', 'Kong']","['其', '中', '香', '港']",3,4,0,3
1595,"['over', '55', '%']","['占', '累', '计', '实', '际', '吸', '收', '外', '商', '投', '资', '的', '比', '重', '为', '百', '分']",21,23,18,34
1597,['China'],"['中', '国']",21,21,22,23
1597,"['the', 'State', 'Planning', 'Commission']","['国', '家', '计', '委']",4,7,0,3
1599,"['next', 'year']","['从', '明', '年']",11,12,14,16
1599,"['the', 'State', 'Taxation', 'Administration']","['国', '家', '税', '务', '总', '局']",3,6,0,5
1600,['China'],"['在', '中', '国']",15,15,9,11
1601,"['about', '200', 'billion', 'US', 'dollars']","['三', '十', '万', '家', '，', '实', '际', '使', '用', '外', '资', '约', '二', '千', '亿', '美', '元']",26,30,23,39
1601,"['over', '300,000']","['三', '十', '万']",12,13,23,25
1601,['China'],"['据', '统', '计', '，', '到', '目', '前', '为', '止', '中', '国']",8,8,0,10
1602,"['over', '20', '%']","['二', '成']",7,9,16,17
1603,['China'],"['新', '政', '策', '陆', '续', '出', '台', '，', '表', '明', '中', '国']",7,7,0,11
1606,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['中', '国']",10,16,9,10
1606,['17'],"['十', '七']",23,23,25,26
1606,['24'],"['十', '七']",18,18,25,26
1606,"['Bank', 'of', 'China']","['今', '年', '前', '十', '一', '个', '月', '，', '中', '国']",27,29,1,10
1606,"['1.4', 'billion', 'yuan', 'RMB']","['二', '十', '四', '份', '项', '目']",38,41,33,38
1606,"['the', 'first', 'eleven', 'months', 'of', 'this', 'year', 'alone']",['仅'],1,8,0,0
1607,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['中', '国']",4,10,3,4
1609,['today'],['今'],33,33,28,28
1609,['second'],['二'],18,18,6,6
1609,"['the', 'Three', 'Gorges', 'Project']","['工', '程']",56,59,4,5
1609,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['最', '大', '标', '段']",45,50,10,13
1609,"['the', 'Yangtze', 'River', 'Three', 'Gorges', 'Development', 'Corporation', 'of', 'China']","['中', '国']",35,43,76,77
1609,"['the', 'Yangtze', 'River']","['三', '峡', '工', '程', '二', '期', '工', '程', '最', '大', '标', '段', '泄', '洪', '大', '坝']",27,29,2,17
1609,"['4.02', 'billion', 'yuan']","['二', '亿', '元']",65,67,71,73
1609,['China'],"['今', '天', '由', '中', '国']",88,88,28,32
1610,['three'],['三'],27,27,2,2
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡']",50,53,25,26
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡']",37,40,2,3
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡']",6,9,2,3
1610,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['三', '峡', '工', '程', '主', '承', '保', '商', '，', '中', '保', '财', '产', '保', '险', '公', '司']",11,16,2,18
1611,['second'],['二'],68,68,86,86
1611,['second'],['二'],73,73,86,86
1611,"['nearly', '10', 'billion', 'yuan']","['一', '百', '三', '十', '四', '个', '工', '程', '项', '目', '、', '近', '百', '亿', '元']",26,29,20,34
1611,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']","['中', '保', '财', '产', '保', '险', '公', '司']",4,9,6,13
1611,['first'],['一'],52,52,62,62
1611,"['the', 'Three', 'Gorges', 'Project']","['永', '久', '性', '船', '闸']",20,23,56,60
1611,['Xiling'],"['大', '坝', '等', '大', '型', '项', '目', '，', '对', '发', '生', '的', '灾', '害', '事', '故', '及']",44,44,97,113
1612,['second'],['二'],5,5,8,8
1612,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程', '二', '期', '工', '程']",9,12,4,11
1613,"['the', 'Three', 'Gorges', 'Development', 'Corporation']","['三', '峡', '开', '发', '总', '公', '司']",11,15,0,6
1614,['today'],['今'],6,6,2,2
1614,"['the', 'Property', 'Insurance', 'Company', 'of', 'China', 'Insurance']","['若', '工', '程', '发', '生', '保', '险']",36,42,21,27
1617,"['30.7', 'billion', 'yuan']","['三', '百', '零', '七', '亿', '元']",37,39,45,50
1617,"['41.9', 'billion', 'yuan']","['四', '百', '一', '十', '九', '亿', '元']",21,23,22,28
1617,"['the', 'end', 'of', 'November']","['十', '一', '月']",1,4,1,3
1621,"['recent', 'years']","['近', '几', '年']",8,9,7,9
1621,"['Guangdong', 'Province']","['广', '东', '省']",5,6,0,2
1622,"['recent', 'years']","['近', '年']",1,2,0,1
1624,"['Guangdong', 'Province']","['广', '东', '省']",4,5,4,6
1624,"['the', 'Zhujiang', 'Delta']","['三', '角', '洲']",8,10,10,12
1624,"['recent', 'years']","['近', '年']",1,2,0,1
1624,['seven'],"['三', '角', '洲', '为', '龙', '头', '，']",17,17,10,16
1625,['3'],['三'],29,29,33,33
1625,['6'],['三'],6,6,33,33
1625,['Guangdong'],"['广', '东']",3,3,3,4
1625,['Zhongshan'],"['广', '东', '已', '建', '立', '广', '州']",22,22,3,9
1625,['Guangzhou'],"['前', '，', '广', '东', '已', '建', '立', '广', '州']",20,20,1,9
1625,['Shenzhen'],"['前', '，', '广', '东', '已', '建', '立', '广', '州']",24,24,1,9
1625,['315'],['三'],48,48,33,33
1625,"['2,580']",['六'],43,43,17,17
1627,"['the', 'CR', 'Company']",['Ｃ'],6,8,5,5
1627,"['5', '%']","['仅', '为', '百', '分', '之', '五']",23,24,27,32
1627,"['April', 'of', 'last', 'year']","['四', '月']",1,4,2,3
1628,"['First', 'National', 'Bank']","['第', '一', '国', '民', '银']",30,32,40,44
1628,"['Qihuan', 'Duan']","['祺', '华', '律', '师']",4,5,1,4
1629,"['1.7', 'million', 'US', 'dollars']","['一', '百', '七', '十', '万', '美', '元']",8,11,5,11
1630,['ten'],['十'],12,12,19,19
1630,"['recent', 'years']","['近', '年']",1,2,0,1
1630,"['nearly', '10', 'million', 'US', 'dollars']","['千', '万', '美', '元']",24,28,42,45
1632,"['20.212', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",29,32,20,24
1632,"['20', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",19,22,20,24
1632,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['今', '年']",1,7,0,1
1632,"['13.96', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",38,41,20,24
1632,"['the', 'same', 'period', 'last', 'year']","['今', '年']",54,58,0,1
1632,"['21.93', '%']","['二', '百', '亿', '美', '元', '，']",47,48,20,25
1632,"['17.95', '%']","['二', '百', '亿', '美', '元', '，']",50,51,20,25
1633,"['Jiangsu', 'Province']","['江', '苏', '省']",4,5,4,6
1633,"['recent', 'years']","['近', '年']",1,2,0,1
1634,"['the', 'past', 'five', 'years']","['近', '五', '年']",5,8,4,6
1634,"['Jiangsu', 'Province']","['江', '苏', '省']",10,11,8,10
1634,"['more', 'than', '80', 'billion', 'yuan']","['八', '百', '多', '亿', '元']",36,40,55,59
1635,['Jiangsu'],"['一', '步', '改', '善', '，', '使', '外', '商', '对', '江', '苏']",12,12,6,16
1636,"['7.694', 'billion', 'US', 'dollars']","['七', '十', '六', '点', '九', '四', '亿', '美', '元']",24,27,32,40
1636,"['January', 'to', 'November']","['一', '到', '十', '一', '月']",1,3,0,4
1636,['1819'],"['全', '省', '新', '批', '外', '商']",9,9,7,12
1637,"['5.934', 'billion', 'US', 'dollars']","['五', '十', '九', '点', '三', '四', '亿', '美', '元']",19,22,25,33
1637,"['more', 'than', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",5,10,3,7
1637,"['82.4', '%']","['三', '四', '亿', '美', '元', '，']",30,31,29,34
1637,['213'],['协'],12,12,21,21
1637,"['12.6', '%']","['五', '十', '九', '点', '三', '四', '亿', '美', '元', '，']",27,28,25,34
1639,"['1.234', 'billion', 'US', 'dollars']","['三', '四', '亿', '美', '元']",15,18,25,29
1639,"['the', 'same', 'period', 'last', 'year']","['分', '别', '比', '去', '年']",29,33,31,35
1639,"['recent', 'years']","['分', '别', '比', '去', '年']",41,42,31,35
1639,['234'],"['据', '二', '百', '三', '十', '四', '个', '项', '目', '统', '计', '，']",5,5,1,12
1639,"['119', '%']","['二', '百', '三', '十', '四', '个', '项', '目', '统', '计', '，']",25,26,2,12
1639,"['26', '%']","['三', '四', '亿', '美', '元', '，', '分', '别', '比', '去', '年', '同', '期', '增', '加', '百', '分']",22,23,25,41
1640,"['the', 'Suzhou', 'Industrial', 'Zone']","['苏', '州', '工', '业', '园', '区']",19,22,10,15
1640,"['the', 'Zhangjiagang', 'Tariff', '-', 'free', 'Zone']","['苏', '州', '工', '业', '园', '区', '、', '昆', '山', '经', '济', '技', '术', '开', '发', '区']",33,38,10,25
1640,"['the', 'Kunshan', 'Economic', 'and', 'Technological', 'Development', 'Zone']","['苏', '州', '工', '业', '园', '区']",24,30,10,15
1640,['half'],"['一', '半']",56,56,65,66
1640,['eleven'],"['新', '合', '作']",4,4,4,6
1641,"['January', 'to', 'November']","['一', '到', '十', '一', '月']",1,3,0,4
1641,"['the', 'same', 'period', 'last', 'year']","['营', '业', '额', '以', '及', '在', '外', '劳', '务', '人', '数', '分', '别', '比', '去', '年']",40,44,30,45
1641,"['more', 'than', '30', '%']","['新', '签', '对', '外', '承', '包', '工', '程', '和', '劳', '务', '合', '作', '项', '目', '、']",34,37,9,24
1643,"['fifty', 'percent']","['三', '成']",40,41,30,31
1643,"['more', 'than', 'thirty', 'percent']","['三', '成']",27,30,30,31
1643,"['over', 'ninety', 'percent']","['九', '成']",9,11,15,16
1643,['Shaanxi'],"['陕', '西']",6,6,0,1
1651,"['4', 'billion', 'US', 'dollars']","['四', '十', '多', '亿', '美', '元']",24,27,28,33
1651,"['1.6', 'billion', 'US', 'dollars']","['四', '十', '多', '亿', '美', '元']",34,37,28,33
1651,"['Shaanxi', 'Province']","['陕', '西', '省']",5,6,0,2
1651,"['more', 'than', '2400']","['二', '千', '四', '百', '多', '个', '，']",11,13,14,20
1652,['five'],"['中', '国', '西', '北', '五']",10,10,7,11
1652,['China'],"['中', '国']",16,16,7,8
1653,"['more', 'than', '50']","['五', '十']",6,8,7,8
1653,['Shaanxi'],"['陕', '西']",16,16,21,22
1654,['Holland'],['Ｍ'],34,34,32,32
1654,['Shaanxi'],['Ｍ'],46,46,32,32
1654,['US'],"['Ｐ', '公', '司', '等', '一', '批', '跨', '国']",8,8,34,41
1654,"['South', 'Korea']","['英', '国', '罗', '罗', '公', '司', '、', '韩']",21,22,8,15
1654,['UK'],"['Ｐ', '公', '司', '等', '一', '批', '跨', '国', '公', '司', '，', '均', '相', '继', '在', '陕', '西']",15,15,34,50
1654,['Germany'],"['大', '宇', '公', '司', '、', '德']",28,28,17,22
1656,"['Hong', 'Kong']","['—', '—', '可', '以', '为', '香', '港']",4,5,0,6
1658,"['600,000', 'ton']","['六', '十', '万', '吨']",3,4,17,20
1658,"['Yangpu', 'Development', 'Zone']","['洋', '浦', '开', '发', '区']",18,20,3,7
1658,"['State', 'Council']","['国', '务', '院']",24,25,26,28
1659,"['the', 'Jindao', 'Refined', 'Rice', 'Processing', 'Factory']","['金', '岛', '精', '米', '加', '工', '厂']",8,13,10,16
1659,"['the', 'end', 'of', 'last', 'year']","['金', '岛', '精', '米', '加', '工', '厂', '已', '于', '去', '年']",22,26,10,20
1659,['first'],['首'],1,1,0,0
1660,['three'],['三'],2,2,6,6
1661,"['7', 'billion', 'US', 'dollars']","['七', '十', '亿', '美', '元']",40,43,46,50
1661,"['more', 'than', 'twenty']",['二'],7,9,21,21
1662,"['4', 'billion', 'HK', 'dollars']","['四', '十', '亿', '港', '元']",10,13,14,18
1662,"['the', 'past', 'five', 'years']","['五', '年']",1,4,2,3
1665,"['the', 'year']","['全', '年']",3,4,0,1
1670,"['12.5', '%']","['三', '十', '一', '点']",32,33,38,41
1670,"['31.1', '%']","['三', '十', '一', '点']",29,30,38,41
1671,['10'],['十'],1,1,0,0
1671,['EU'],"['：', '日', '本', '、', '香', '港', '、', '美', '国', '、', '欧']",15,15,7,17
1671,"['South', 'Korea']",['韩'],17,18,20,20
1671,['Japan'],"['：', '日', '本', '、', '香', '港', '、', '美']",6,6,7,14
1671,['US'],"['本', '、', '香', '港', '、', '美']",12,12,9,14
1671,['Indonesia'],"['：', '日', '本', '、', '香', '港', '、', '美', '国', '、', '欧', '盟', '、', '韩', '国']",28,28,7,21
1671,['Russia'],"['：', '日', '本', '、', '香', '港', '、', '美', '国', '、', '欧', '盟', '、', '韩']",24,24,7,20
1671,['Australia'],"['俄', '罗', '斯', '、', '澳']",26,26,30,34
1671,['Singapore'],"['：', '日', '本', '、', '香', '港']",22,22,7,12
1671,['Taiwan'],"['：', '日', '本', '、', '香', '港', '、', '美', '国', '、', '欧', '盟', '、', '韩']",20,20,7,20
1671,"['Hong', 'Kong']","['香', '港']",8,9,11,12
1673,['ten'],"['前', '十']",2,2,5,6
1673,['Shanghai'],"['：', '广', '东', '、', '上', '海', '、', '江', '苏', '、', '山']",15,15,12,22
1673,['Liaoning'],"['山', '东', '、', '福', '建', '、', '浙', '江', '、', '北', '京', '、', '辽', '宁']",27,27,22,35
1673,['Guangdong'],"['广', '东']",13,13,13,14
1673,['Shandong'],"['广', '东']",19,19,13,14
1673,['Jiangsu'],"['江', '苏']",17,17,19,20
1673,['Zhejiang'],"['浙', '江', '、', '北', '京']",23,23,28,32
1673,['Hebei'],"['浙', '江', '、', '北', '京', '、', '辽', '宁', '、', '天', '津', '、', '河', '北']",31,31,28,41
1673,['Beijing'],"['前', '十', '位', '的', '省', '市', '是', '：', '广', '东', '、', '上', '海', '、', '江']",25,25,5,19
1673,['Tianjin'],"['浙', '江', '、', '北', '京', '、', '辽', '宁']",29,29,28,35
1673,['Fujian'],"['广', '东']",21,21,13,14
1674,"['162.19', 'billion', 'US', 'dollars']","['美', '元']",7,10,17,18
1674,['ten'],['十'],1,1,0,0
1674,"['88.8', '%']","['百', '分']",14,15,24,25
1677,"['Hong', 'Kong']","['一', '九', '九', '七', '年', '内', '地', '与', '香', '港']",9,10,0,9
1677,['1997'],"['一', '九', '九', '七']",22,22,0,3
1678,['second'],['二'],7,7,10,10
1678,"['Hong', 'Kong']","['香', '港']",3,4,3,4
1679,"['Hong', 'Kong']","['香', '港']",3,4,6,7
1680,"['Hong', 'Kong']","['香', '港']",11,12,15,16
1681,"['2.094', 'billion', 'US', 'dollars']","['十', '五', '点', '八', '亿', '美', '元']",35,38,60,66
1681,"['January', 'to', 'November', 'of', 'last', 'year']","['一', '至', '十', '一', '月']",1,6,2,6
1681,"['billion', 'US', 'dollars']","['亿', '美', '元']",45,47,64,66
1681,"['Hong', 'Kong']","['在', '香', '港']",27,28,10,12
1681,"['Hong', 'Kong']","['在', '香', '港']",58,59,10,12
1681,"['1,474']","['在', '香']",11,11,10,11
1681,"['21,153']","['新', '签', '对', '外', '承', '包', '工', '程', '、']",49,49,13,21
1683,"['1.4', 'million']","['一', '百', '四', '十', '万']",18,19,22,26
1683,"['80', 'million', 'US', 'dollars']","['千', '万', '美', '元']",6,9,8,11
1684,"['255', 'million', 'US', 'dollars']","['二', '点', '五', '五', '亿', '美', '元']",37,40,40,46
1684,"['all', 'of', 'last', 'year']","['一', '年']",1,4,2,3
1684,['ten'],"['而', '追', '加', '投', '资', '的', '跨', '国', '公', '司', '就', '有', '十']",8,8,18,30
1684,['Hitachi'],"['而', '追', '加', '投', '资', '的', '跨', '国', '公', '司']",14,14,18,27
1685,['Pudong'],"['这', '些', '引', '进', '企', '业', '本', '身', '所', '具', '有', '的', '产', '业', '和', '产', '品']",35,35,46,62
1686,['102'],['二'],23,23,26,26
1686,['52'],"['二', '个', '品', '牌', '，', '其', '中', '国', '外', '品', '牌', '五']",28,28,26,37
1686,['50'],"['二', '个', '品', '牌', '，', '其', '中', '国', '外', '品', '牌', '五']",33,33,26,37
1690,"['7.8', 'million']","['七', '百', '八', '十', '万']",9,10,11,15
1690,"['12', 'billion', 'yuan']","['一', '百', '二', '十', '亿', '元']",23,25,30,35
1690,"['the', 'previous', 'year']","['一', '百', '二', '十', '亿', '元', '，', '分', '别', '比', '上', '年']",35,37,30,41
1690,"['the', 'year']","['当', '年']",20,21,18,19
1690,"['66', '%']","['一', '百', '二', '十', '亿', '元', '，']",28,29,30,36
1690,"['Great', 'Wall']","['长', '城']",4,5,0,1
1690,"['17.6', '%']","['二', '十', '亿', '元', '，']",31,32,32,36
1692,['China'],"['第', '一', '汽', '车']",32,32,29,32
1693,['FAW'],['一'],6,6,3,3
1693,['four'],['一'],9,9,3,3
1694,['FAW'],['一'],16,16,19,19
1694,['26'],"['二', '十', '六']",32,32,41,43
1695,['35'],['三'],4,4,8,8
1695,['FAW'],"['一', '汽']",2,2,3,4
1695,['twelve'],"['三', '十', '五']",8,8,8,10
1695,['fourteen'],"['三', '十', '五', '个', '专', '业', '厂', '、', '十', '二', '个', '全']",18,18,8,19
1695,"['more', 'than', '240']",['十'],24,26,25,25
1695,['eleven'],"['十', '二', '个', '全', '资', '子', '公', '司', '、', '十', '一', '个', '控']",14,14,16,28
1696,['FAW'],"['一', '汽']",13,13,24,25
1697,"['the', 'FAW', 'Group']","['一', '汽', '集', '团']",6,8,0,3
1701,"['Lanqing', 'Li']",['李'],12,13,6,6
1701,"['Gan', 'Luo']","['李', '岚', '清', '、', '国', '务', '委', '员', '罗', '干', '以', '及', '钱', '冠', '林']",17,18,6,20
1701,"['the', 'State', 'Department']","['国', '务', '院']",9,11,0,2
1701,"['Guanlin', 'Qian']","['李', '岚', '清', '、', '国', '务', '委', '员', '罗', '干']",23,24,6,15
1703,['2500'],"['二', '千', '五', '百', '户', '试', '点', '企', '业', '，', '改', '制', '为']",13,13,22,34
1703,['1989'],"['在', '现', '代', '企', '业', '制', '度', '试', '点', '方', '面', '，']",23,23,0,11
1703,['1080'],"['在', '现', '代', '企', '业', '制', '度', '试', '点', '方', '面', '，']",35,35,0,11
1705,['1997'],"['一', '九', '九', '七', '年']",1,1,0,4
1706,['three'],['三'],11,11,2,2
1706,"['more', 'than', '70', 'percent']","['三', '项']",19,22,2,3
1707,"['about', '130', 'billion', 'yuan']","['一', '千', '三', '百', '亿', '元']",15,18,22,27
1707,"['last', 'year']","['企', '业', '去', '年']",12,13,7,10
1708,"['90', 'percent']","['一', '半', '以', '上', '，', '有', '的', '地', '区', '超', '过', '了', '九', '成']",39,40,30,43
1708,"['over', '50', 'percent']","['一', '半', '以', '上', '，', '有', '的', '地', '区', '超', '过', '了', '九', '成']",28,30,30,43
1709,"['this', 'year']","['今', '年']",10,11,22,23
1711,['1997'],['：'],12,12,18,18
1712,"['last', 'year']","['—', '—', '生', '产', '稳', '定', '增', '长', '，', '增', '速', '比', '上', '年']",14,15,0,13
1713,"['the', 'whole', 'year']","['全', '年']",11,13,0,1
1719,"['last', 'year']","['一', '次', '能', '源', '生', '产', '总', '量', '比', '上', '年']",16,17,2,12
1719,"['2', '%']","['二', '。']",10,11,18,19
1720,['ten'],['十'],16,16,16,16
1720,"['32.3', '%']","['十', '种', '有', '色', '金', '属', '等', '生', '产', '增', '长', '较', '快', '，']",32,33,16,29
1720,"['14.6', '%']","['十', '四', '点', '六']",29,30,35,38
1721,"['9.2', '%']","['百', '分', '之', '九', '点']",18,19,22,26
1721,"['1.1', '%']","['一', '点']",15,16,18,19
1723,"['10.3', '%']",['三'],32,33,42,42
1723,"['1.6', '%']","['三', '。']",29,30,42,43
1724,['1.7'],"['二', '十', '一', '点', '九', '到', '一', '点', '七']",33,33,43,51
1724,"['21.9', '%']","['二', '十', '一', '点', '九', '到', '一', '点', '七', '倍']",30,31,43,52
1725,"['10', '%']","['增', '长', '百', '分']",28,29,39,42
1725,"['19.2', '%']","['二', '。']",31,32,52,53
1727,"['6.8354', 'trillion', 'yuan']","['六', '点', '八', '三', '五', '四', '万', '亿', '元']",7,9,10,18
1727,"['last', 'year']","['三', '五', '四', '万', '亿', '元', '，', '比', '上', '年']",19,20,13,22
1727,"['10.7', '%']","['六', '点', '八', '三', '五', '四', '万', '亿', '元', '，', '比', '上', '年', '增', '长', '百', '分']",13,14,10,26
1729,"['370,000']","['三', '十', '七', '万']",14,14,12,15
1729,"['January', 'to', 'November']","['一', '至', '十', '一', '月']",1,3,0,4
1729,"['the', 'same', 'period', 'last', 'year']","['比', '上', '年']",34,38,43,45
1729,"['3.4', '%']","['三', '点', '四', '个', '百', '分', '点']",28,29,50,56
1729,"['89.4', '%']","['三', '点', '四', '个', '百', '分', '点']",25,26,50,56
1730,"['last', 'year']","['去', '年']",9,10,10,11
1730,"['the', 'State', 'Statistical', 'Bureau']","['国', '家', '统', '计', '局']",3,6,0,4
1732,"['recent', 'years']","['近', '年']",1,2,0,1
1732,"['the', 'New', 'York', 'Stock', 'Exchange']","['外', '国', '企', '业', '纷', '纷', '涌', '入', '纽', '约', '证', '券']",19,23,19,30
1733,"['5', 'years', 'ago']","['５', '年', '前']",24,26,28,30
1733,"['more', 'than', '340']",['３'],17,19,21,21
1733,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证', '交', '所', '上', '市']",10,14,6,13
1734,"['almost', '50']",['５'],19,20,22,22
1734,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证', '交', '所', '上', '市']",13,17,4,11
1735,['US'],"['据', '分', '析', '，', '外', '国', '企', '业', '纷', '纷', '到', '美']",18,18,0,11
1735,"['the', 'New', 'York', 'Stock', 'Exchange']","['外', '国', '企', '业', '纷', '纷', '到', '美', '国', '证', '券']",35,39,4,14
1735,['US'],"['据', '分', '析', '，', '外', '国', '企', '业', '纷', '纷', '到', '美']",30,30,0,11
1736,"['60', 'billion', 'US', 'dollars']","['６', '０', '０', '亿', '美', '元']",17,20,30,35
1736,['1992'],['２'],22,22,8,8
1736,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证']",10,14,17,20
1737,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证', '交', '所', '上', '市']",12,16,17,24
1737,['US'],"['这', '些', '企', '业', '需', '要', '采', '用', '美']",39,39,35,43
1738,"['New', 'York']","['这', '种', '方', '式', '，', '不', '要', '盲', '目', '急', '于', '到', '纽', '约', '上', '市']",20,21,12,27
1740,"['the', 'same', 'period', 'last', 'year']","['字', '表', '明', '，', '一', '九', '九', '七', '年']",32,36,3,11
1740,"['5.4', '%']","['五', '点', '四', '个', '百', '分', '点']",69,70,106,112
1740,"['15.39', '%']","['五', '点', '四', '个', '百', '分', '点']",25,26,106,112
1740,"['21.33', '%']","['五', '点', '四', '个', '百', '分', '点']",47,48,106,112
1740,"['January', 'to', 'November', 'in', '1997']","['一', '至', '十', '一', '月', '份', '，']",6,10,12,18
1740,"['33.52', '%']","['三', '，']",28,29,87,88
1741,"['successive', 'years']","['一', '九', '九', '七', '年']",13,14,15,19
1741,['1997'],"['一', '九', '九', '七']",21,21,15,18
1741,['China'],"['中', '国']",8,8,0,1
1742,"['previous', 'years']","['前', '几', '年']",12,13,9,11
1742,['China'],"['中', '国']",20,20,20,21
1743,"['the', 'beginning', 'of', 'this', 'year']","['今', '年']",3,7,3,4
1743,['China'],"['今', '年', '初', '有', '关', '方', '面', '已', '宣', '布', '，', '对', '于', '外', '商']",28,28,3,17
1744,['China'],"['这', '些', '政', '策', '将', '吸', '引', '更', '多', '的', '外', '商', '来', '华']",14,14,4,17
1746,"['the', 'China', 'National', 'Petroleum', 'Corporation']","['中', '国']",28,32,0,1
1746,"['a', 'few', 'days', 'ago']",['前'],13,16,17,17
1746,"['the', 'China', 'National', 'Petroleum', 'Corporation']","['中', '国', '石', '油', '天', '然', '气', '总', '公', '司']",3,7,0,9
1746,['Chongqing'],"['中', '国', '石', '油', '天', '然', '气', '总', '公', '司', '负', '责', '人']",22,22,0,12
