line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1179,"['10,000']","['万', '名']",4,4,13,14
1179,"['Kailuan', 'Mine', 'Bureau']","['开', '滦', '矿', '务', '局']",8,10,6,10
1179,"['the', 'Great', 'Tangshan', 'Earthquake']","['地', '震']",16,19,3,4
1182,"['40', 'minutes']","['四', '十', '分', '钟']",11,12,6,9
1183,"['more', 'than', 'forty', 'minutes']","['四', '十', '分', '钟']",20,23,10,13
1184,['seven'],['七'],2,2,8,8
1185,"['the', 'Great', 'Tangshan', 'Earthquake']","['大', '地', '震']",1,4,2,4
1185,"['the', 'Kailuan', 'Mine', 'Bureau']","['开', '滦', '矿', '务', '局']",7,10,8,12
1186,"['about', 'half']","['一', '半']",4,5,12,13
1186,['Kailuan'],"['开', '滦']",7,7,2,3
1189,"['the', 'Lu', 'jiatuo', 'mine']","['吕', '家', '陀', '矿']",18,21,21,24
1189,"['more', 'than', 'a', 'thousand']","['一', '千']",35,38,44,45
1193,['CCP'],"['共', '产', '党']",17,17,21,23
1193,['CCP'],"['共', '产', '党']",3,3,3,5
1193,"['Jia', 'Bangyou']","['贾', '邦', '友']",13,14,11,13
1195,"['the', 'Lu', 'jiatuo', 'Mine']","['个', '吕', '家', '陀', '矿']",11,14,14,18
1195,['CCP'],"['共', '产', '党']",6,6,22,24
1195,['1976'],['矿'],16,16,18,18
1198,"['Jia', 'Bangyou']","['贾', '邦', '友']",4,5,6,8
1203,['Tangshan'],"['唐', '山']",3,3,2,3
1204,['Beijing'],['京'],15,15,18,18
1204,['Tianjin'],"['天', '津']",13,13,13,14
1204,['Hebei'],"['河', '北']",17,17,21,22
1210,['Tangshan'],"['唐', '山']",5,5,4,5
1210,"['240,000']","['二', '十', '四', '万']",4,4,8,11
1210,"['the', 'Great', 'Tangshan', 'Earthquake']","['山', '大', '地', '震']",24,27,42,45
1210,['Tansghan'],['山'],15,15,21,21
1214,['one'],['一'],6,6,8,8
1214,['one'],['一'],3,3,5,5
1214,['one'],['一'],9,9,11,11
1216,['Chinese'],['中'],11,11,5,5
1217,"['240,000']",['万'],35,35,39,39
1217,['China'],['国'],6,6,7,7
1217,"['the', 'Great', 'Tangshan', 'Earthquake']",['大'],1,4,2,2
1220,"['late', 'July', 'or', 'early', 'August']","['底', '八']",12,16,11,12
1223,"['the', 'Great', 'Tangshan', 'earthquake']","['大', '地', '震']",16,19,21,23
1223,['Tangshan'],"['唐', '山']",5,5,2,3
1224,['two'],['两'],7,7,11,11
1224,['China'],['中'],28,28,55,55
1224,['Chinese'],['中'],8,8,41,41
1224,['Tangshan'],"['唐', '山']",14,14,16,17
1225,['Zhou'],['周'],14,14,8,8
1225,['Chinese'],['洋'],31,31,28,28
1226,['Tangshan'],"['唐', '山']",14,14,1,2
1234,['Beijing'],['京'],42,42,22,22
1234,['Ningxia'],"['宁', '夏', '，', '河', '北']",37,37,15,19
1234,['Shaanxi'],"['宁', '夏', '，', '河', '北']",35,35,15,19
1234,['Hebei'],"['河', '北']",39,39,18,19
1234,"['the', 'last', 'two', 'years']",['年'],1,4,2,2
1234,['China'],['中'],32,32,24,24
1235,['China'],['中'],10,10,7,7
1238,['China'],['中'],14,14,12,12
1239,"['100', 'million']","['一', '亿']",24,25,18,19
1240,"['120', 'million']","['一', '亿']",17,18,18,19
1241,"['150', 'million']","['一', '亿', '五', '千', '万']",6,7,9,13
1243,"['more', 'than', 'one']","['孩', '子', '不', '止', '一']",6,8,6,10
1244,['four'],['四'],13,13,42,42
1244,"['79.2', 'percent']","['百', '分']",57,58,63,64
1248,['one'],['这'],1,1,2,2
1250,['three'],['三'],1,1,1,1
1251,['two'],['两'],19,19,23,23
1251,['first'],['先'],3,3,4,4
1263,['two'],['一'],40,40,52,52
1267,"['Yao', 'Zhengang']","['姚', '振', '刚']",18,19,17,19
1267,['Ningxia'],"['宁', '夏']",14,14,10,11
1269,"['40', 'to', '50', 'kilometers']","['四', '五', '十', '公', '里']",16,19,27,31
1269,['Guyuan'],"['固', '原']",13,13,18,19
1269,['one'],['一'],6,6,4,4
1273,"['Xixiang', 'county']","['西', '乡', '县']",8,9,13,15
1273,"['Shaanxi', 'province']","['陕', '西', '省']",11,12,9,11
1276,"['Ruangang', 'village', ',', 'Bocang', 'town', ',', 'Yi', 'county', ',', 'Hebei', 'province']","['是', '河', '北', '省']",2,12,2,5
1277,"['one', '-', 'third']","['三', '分']",8,10,12,13
1277,['303'],['三'],2,2,2,2
1278,"['a', 'year', 'or', 'two']","['一', '两']",26,29,17,18
1280,"['Jiang', 'Beiwen']","['江', '北', '文']",11,12,6,8
1280,"['six', 'years']","['六', '年']",3,4,25,26
1280,"['Ruangang', 'village']","['阮', '岗', '村']",25,26,14,16
1280,"['14', '-', 'year']","['十', '四', '岁']",6,8,2,4
1281,"['eight', 'years']","['八', '岁']",3,4,4,5
1282,['Beiwen'],"['北', '文']",5,5,4,5
1287,['first'],['刚'],8,8,1,1
1294,"['three', 'minutes']","['三', '分', '钟']",6,7,0,2
1295,"['three', '-', 'minute']","['三', '分', '钟']",16,18,11,13
1302,['noon'],['午'],1,1,3,3
1303,['today'],['天'],7,7,2,2
1305,['Sunday'],['天'],3,3,4,4
1315,['first'],['首'],5,5,2,2
1316,['half'],['半'],12,12,14,14
1334,"['the', 'first', 'year']","['，', '上', '初', '一']",9,11,12,15
1345,['two'],['对'],8,8,8,8
1348,['Guangxi'],['西'],2,2,3,3
1349,"['more', 'than', '130', 'billion', 'yuan']","['三', '百', '多', '个', '亿']",3,7,5,9
1350,['Guangxi'],"['广', '西']",15,15,23,24
1351,['Hunan'],"['湖', '南']",36,36,28,29
1351,['Shanghai'],['海'],40,40,35,35
1351,['Yunnan'],['南'],32,32,23,23
1351,['Guizhou'],"['贵', '州']",34,34,25,26
1351,['Tibet'],['藏'],38,38,32,32
1351,['Sichuan'],['川'],30,30,20,20
1351,['Guangxi'],"['广', '西']",14,14,13,14
1351,['Southwest'],['南'],12,12,4,4
1352,['three'],['三'],9,9,13,13
1352,['Guangxi'],['西'],5,5,8,8
1352,"['several', 'billion', 'yuan']","['数', '十', '亿', '元']",43,45,50,53
1352,['Guizhou'],"['四', '川', '、', '贵', '州']",20,20,18,22
1352,['Sichuan'],['川'],18,18,19,19
1352,['Yunnan'],['云'],22,22,24,24
1352,"['the', 'Tibet', 'Autonomous', 'Region']","['西', '藏', '自', '治', '区']",25,28,28,32
1352,"['more', 'than', '1000']","['一', '千']",33,35,37,38
1352,['one'],['一'],12,12,15,15
1352,['China'],['川'],16,16,19,19
1354,['Hangzhou'],"['杭', '州']",1,1,0,1
1355,['410'],['十'],6,6,13,13
1355,['223'],['三'],15,15,34,34
1356,"['approximately', '70', '%']","['约', '占', '百', '分']",22,24,23,26
1357,"['more', 'than', '10']",['十'],15,17,13,13
1357,"['more', 'than', 'twenty']","['有', '二', '十']",3,5,3,5
1358,['Hangzhou'],"['杭', '州']",10,10,18,19
1358,['Chinese'],['中'],14,14,7,7
1358,"['the', 'State', 'Council']","['国', '务', '院']",36,38,30,32
1358,['1991'],['。'],40,40,50,50
1360,['one'],['一'],10,10,13,13
1360,"['more', 'than', '550']",['五'],24,26,33,33
1361,['57'],['七'],3,3,4,4
1361,"['Torch', 'Plan']","['火', '炬', '计', '划']",17,18,17,20
1365,"['South', 'East', 'Asia']","['东', '南', '亚']",82,84,81,83
1365,['European'],['欧'],87,87,86,86
1365,"['more', 'than', '20', 'tons']","['达', '二', '十', '多', '吨']",59,62,59,63
1365,['American'],['美'],89,89,87,87
1365,['one'],['一'],66,66,69,69
1365,"['the', 'Semiconductor', 'Factory']",['厂'],26,28,34,34
1365,"['Zhejiang', 'University']","['浙', '大']",30,31,29,30
1367,['Taiwanese'],"['台', '商']",4,4,6,7
1368,"['last', 'year']","['上', '年']",11,12,7,8
1368,"['last', 'year']","['上', '年']",30,31,25,26
1368,"['more', 'than', '130', 'million', 'US', 'dollars']","['三', '亿', '多', '美', '元']",21,26,31,35
1368,['444'],['四'],7,7,11,11
1370,"['Beijing', '-', 'Hangzhou', 'Grand', 'Canal']","['京', '杭', '大', '运', '河']",3,7,3,7
1370,"['the', 'Grand', 'Canal', 'Economic', 'Belt']","['河', '经', '济', '带']",35,39,50,53
1371,"['over', '10,000', 'tons']","['在', '万', '吨']",15,17,9,11
1371,"['more', 'than', '2,000']","['二', '千']",6,8,18,19
1372,"['the', 'Grand', 'Canal']",['河'],8,10,2,2
1373,"['the', 'Jiangsu', 'Steel', 'Group']",['司'],7,10,8,8
1373,"['1.5', 'million', 'tons']","['五', '十', '万', '吨']",16,18,33,36
1373,"['the', 'Grand', 'Canal']",['河'],26,28,23,23
1374,['Xuzhou'],"['徐', '州']",8,8,5,6
1374,"['15', 'yuan']","['五', '元']",10,11,24,25
1374,"['more', 'than', '20', 'million', 'yuan']","['二', '千', '多', '万', '元']",24,28,44,48
1375,"['the', 'Jiangsu', 'Steel', 'Group']","['，', '苏', '钢']",7,10,5,7
1376,['Changzhou'],"['常', '州']",7,7,0,1
1376,"['0.5', 'square', 'kilometer']","['五', '平', '方', '公', '里']",2,4,10,14
1376,['186'],['，'],13,13,18,18
1377,['ten'],['十'],2,2,8,8
1377,['Changzhou'],"['常', '州']",10,10,1,2
1377,['7'],['七'],12,12,43,43
1378,"['Wuxi', 'City']","['无', '锡', '市']",40,41,32,34
1378,"['Wuxi', 'City']","['无', '锡', '市']",10,11,0,2
1378,"['more', 'than', '500']","['五', '百']",2,4,9,10
1378,"['over', 'a', 'hundred', 'million', 'yuan']","['超', '亿', '元']",25,29,14,16
1378,"['more', 'than', '50']",['五'],14,16,25,25
1379,"['the', 'Grand', 'Canal']",['河'],6,8,2,2
1380,"['Changzhou', 'City']","['常', '州', '市']",13,14,0,2
1381,['eight'],['八'],7,7,21,21
1381,"['recent', 'years']","['近', '年']",1,2,3,4
1381,"['Zhenjiang', 'City']","['镇', '江', '市']",25,26,0,2
1381,"['the', 'Grand', 'Canal']",['河'],17,19,9,9
1383,['Beijing'],['京'],31,31,46,46
1383,['China'],['中'],6,6,2,2
1383,"['South', 'Korea']",['韩'],8,9,5,5
1383,"['Sino', '-', 'Korean']","['中', '韩']",18,20,24,25
1383,"['April', '18th', 'to', 'the', '19th']","['月', '十', '八', '日']",35,39,36,39
1384,['two'],['两'],30,30,15,15
1384,['first'],['首'],3,3,6,6
1384,"['South', 'Korea']","['中', '韩']",16,17,2,3
1384,['China'],['中'],14,14,2,2
1385,"['South', 'Korea']","['中', '韩']",18,19,10,11
1385,['China'],['中'],16,16,10,10
1386,"['recent', 'years']","['近', '年']",1,2,0,1
1386,"['South', 'Korea']","['中', '韩']",15,16,4,5
1386,['China'],['中'],13,13,4,4
1387,"['16.98', 'billion', 'US', 'dollars']","['八', '亿', '美', '元']",15,18,26,29
1387,['two'],['两'],12,12,13,13
1387,"['the', 'previous', 'year']","['前', '年']",27,29,32,33
1387,"['Chinese', 'Customs']","['中', '国', '海', '关']",2,3,1,4
1387,['1995'],['年'],7,7,12,12
1387,"['44.8', '%']","['四', '十', '四', '点']",21,22,39,42
1388,"['this', 'year']","['今', '年']",4,5,7,8
1388,"['25', 'billion', 'US', 'dollars']","['十', '亿', '美', '元']",19,22,22,25
1388,['two'],['两'],9,9,11,11
1388,"['South', 'Korea']","['中', '韩']",14,15,9,10
1388,['China'],['中'],12,12,9,9
1389,['four'],['四'],16,16,34,34
1389,['Korea'],['韩'],10,10,12,12
1389,['one'],['一'],50,50,60,60
1389,['China'],['中'],8,8,11,11
1391,['first'],['首'],3,3,8,8
1391,"['ten', 'years']","['十', '年']",43,44,58,59
1391,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银']",6,9,2,6
1391,"['the', 'Industrial', 'Bank', 'of', 'Japan', 'Securities', 'Corp.']",['社'],25,31,45,45
1391,"['Japan', 'Nomura', 'Securities', 'Corp.']","['本', '野', '村', '证', '券']",20,23,24,28
1392,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银']",4,7,0,4
1396,['China'],['中'],27,27,22,22
1397,"['365', 'million', 'US', 'dollars']","['五', '亿', '美', '元']",47,50,57,60
1397,"['the', 'end', 'of', 'last', 'year']",['年'],5,9,6,6
1397,"['812', 'million', 'US', 'dollars']","['二', '亿', '美', '元']",23,26,28,31
1397,"['the', 'Ningbo', 'Bonded', 'Area']",['区'],16,19,14,14
1397,"['the', 'last', 'year', 'alone']",['仅'],29,32,33,33
1398,['10'],['十'],5,5,7,7
1398,"['more', 'than', '80,000', 'square', 'meters']","['万', '多', '平', '方', '米']",18,22,20,24
1398,"['2.627', 'billion', 'yuan', 'RMB']","['二', '七', '亿', '元']",39,42,44,47
1398,"['the', 'last', 'year', 'alone']","['年', '一', '年', '，']",25,28,28,31
1399,"['1.2', 'billion', 'US', 'dollars']","['十', '二', '亿', '美', '元']",32,35,30,34
1399,"['113', 'million', 'US', 'dollars']","['三', '亿', '美', '元']",44,47,59,62
1399,"['the', 'end', 'of', 'last', 'December']","['年', '十', '二', '月']",1,5,2,5
1399,"['1,614']",['一'],17,17,17,17
1399,['260'],['二'],21,21,44,44
1401,['China'],['中'],17,17,24,24
1401,"['the', 'Ningbo', 'Bonded', 'Area']",['区'],8,11,20,20
1404,['China'],['中'],13,13,9,9
1404,['Fenglingdu'],"['风', '陵', '渡']",1,1,0,2
1404,['one'],['一'],8,8,15,15
1404,['Shanxi'],"['山', '西', '省']",30,30,35,37
1405,['Korea'],['韩'],40,40,29,29
1405,['Japan'],['日'],38,38,27,27
1405,['US'],['美'],34,34,23,23
1405,['France'],['法'],36,36,25,25
1405,"['320', 'million', 'yuan']","['三', '点', '二', '亿', '元']",57,59,68,72
1405,['Taiwan'],['台'],42,42,31,31
1405,['31'],['三'],48,48,51,51
1405,"['more', 'than', '50']",['五'],19,21,39,39
1407,"['Fujian', 'Province']","['福', '建', '省']",33,34,3,5
1408,"['500', 'million', 'to', '1', 'billion', 'yuan', 'RMB']","['五', '至', '十', '亿', '元']",41,47,45,49
1408,['191'],['一'],6,6,7,7
1408,"['over', '100', 'million', 'yuan', 'RMB']","['至', '十', '亿', '元']",28,32,46,49
1408,"['over', '50']",['，'],20,21,24,24
1410,['China'],['中'],23,23,9,9
1410,"['Inner', '-', 'Mongolia']","['内', '蒙']",7,9,18,19
1410,"['the', 'Hulun', 'Buir', 'League']",['，'],2,5,6,6
1411,"['1600', 'kilometer']","['多', '公']",3,4,9,10
1411,['two'],['二'],16,16,25,25
1411,['9'],['九'],12,12,29,29
1412,['League'],['盟'],4,4,4,4
1412,['20'],['十'],11,11,14,14
1413,"['Hailar', 'City']","['海', '拉', '尔', '市']",1,2,1,4
1414,"['one', 'month']","['一', '个', '月']",17,18,14,16
1414,"['within', 'seven', 'days']","['在', '七', '天']",20,22,21,23
1415,['thirteen'],['十'],4,4,8,8
1415,['China'],['中'],33,33,29,29
1415,"['the', 'Hulun', 'Buir', 'League']",['盟'],8,11,7,7
1416,['Hailar'],"['海', '拉', '尔']",3,3,0,2
1416,['Manchuria'],"['满', '洲', '里']",5,5,4,6
1416,['10'],['十'],13,13,20,20
1418,['Beijing'],['京'],82,82,78,78
1418,"['40', 'million', 'US', 'dollars']","['四', '千', '多', '万', '美']",29,32,36,40
1418,"['the', 'Hulun', 'Buir', 'League']","['，', '呼', '盟']",8,11,14,16
1418,"['60', 'million', 'yuan']","['六', '千', '多', '万', '元']",40,42,47,51
1418,['China'],['华'],80,80,74,74
1418,['42'],['三'],15,15,19,19
1418,['China'],['北'],74,74,69,69
1418,['China'],['东'],77,77,72,72
1418,['1994'],['，'],6,6,14,14
1418,['30'],['进'],52,52,54,54
1418,['100'],['百'],66,66,88,88
1420,['three'],['三'],7,7,4,4
1421,"['100', 'million', 'US', 'dollars']","['一', '亿', '美', '元']",20,23,31,34
1421,"['more', 'than', '60', 'million', 'US', 'dollars']","['六', '千', '万', '美', '元']",53,58,71,75
1421,"['Dalian', 'Wanbaozhi', 'Motor', 'Company', ',', 'Ltd.']","['公', '司']",13,18,23,24
1421,"['Dalian', 'Sida', 'Precision', 'Company', ',', 'Ltd.']","['公', '司']",38,43,53,54
1421,"['Toshiba', '-LRB-', 'Dalian', '-RRB-', 'Company', ',', 'Ltd.']","['东', '芝', '大', '连', '有']",30,36,36,40
1421,"['Dalian', 'Canon', 'Office', 'Equipment', 'Company', ',', 'Ltd.']","['公', '司']",5,11,11,12
1421,"['Ohmro', '-LRB-', 'Dalian', '-RRB-', 'Company', ',', 'Ltd.']","['欧', '姆', '龙', '大', '连']",45,51,56,60
1422,"['more', 'than', '40', '%']","['的', '四', '成']",13,16,17,19
1424,['China'],['华'],15,15,10,10
1424,['14th'],['四'],7,7,18,18
1424,"['General', 'Electric']","['通', '用']",20,21,5,6
1425,"['150', 'million', 'US', 'dollars']","['千', '万', '美', '元']",14,17,16,19
1425,['China'],['华'],11,11,6,6
1425,['GE'],['用'],9,9,4,4
1426,"['Chengdu', 'General', 'Medical', 'Equipment', '-LRB-', 'Southwest', '-RRB-', 'Co.', ',', 'Ltd.']","['成', '都', '通', '用']",5,14,4,7
1427,['China'],['中'],18,18,23,23
1427,"['1', 'billion', 'US', 'dollars']","['十', '亿', '多', '美', '元']",13,16,27,31
1427,['GE'],['用'],8,8,10,10
1428,['China'],['中'],16,16,12,12
1428,['Chinese'],['中'],25,25,38,38
1428,"['the', 'next', 'two', 'years']","['今', '后', '两', '年']",28,31,31,34
1428,"['more', 'than', '40', 'million', 'US', 'dollars']","['四', '千', '多', '万', '美']",7,12,17,21
1428,['GE'],['用'],5,5,10,10
1428,['1994'],['，'],3,3,8,8
1430,['five'],['五'],7,7,23,23
1430,"['the', 'Bank', 'of', 'China']",['中'],2,5,1,1
1430,"['the', 'Taikang', 'Life', 'Insurance', 'Stock', 'Company', 'Ltd.']",['司'],12,18,21,21
1431,['two'],['两'],18,18,22,22
1431,['three'],['三'],14,14,14,14
1431,['five'],['五'],6,6,7,7
1432,['China'],['中'],22,22,20,20
1432,['China'],['中'],7,7,0,0
1432,"['more', 'than', 'one', 'hundred']","['一', '百', '多']",9,12,30,32
1432,['26'],['六'],2,2,10,10
1433,['five'],['五'],1,1,7,7
1435,['three'],['三'],1,1,9,9
1435,"['this', 'year']","['今', '年']",15,16,0,1
1435,['State'],['国'],14,14,2,2
1436,['July'],['月'],20,20,8,8
1436,"['Hong', 'Kong']",['港'],30,31,28,28
1436,['Macao'],"['港', '澳']",33,33,28,29
1436,['three'],['的'],2,2,14,14
1437,"['recent', 'years']","['近', '几', '年']",1,2,0,2
1437,['Taiwan'],['台'],6,6,3,3
1437,"['more', 'than', '7,000']","['七', '千', '多']",10,12,13,15
1437,['Guangdong'],['广'],16,16,9,9
1438,['Guangdong'],['粤'],32,32,27,27
1438,['Guangdong'],['广'],16,16,5,5
1438,['Taiwan'],['台'],39,39,30,30
1438,"['Hong', 'Kong']",['港'],34,35,28,28
1438,['Macao'],"['广', '东']",37,37,5,6
1439,"['the', 'Committee', 'of', 'Foreign', 'Economic', 'Relations', 'and', 'Trade', 'of', 'Guangdong']",['广'],6,15,0,0
1440,"['one', 'hundred', 'yuan']","['一', '百', '元']",50,52,57,59
1440,['Customs'],['关'],8,8,12,12
1441,"['Dongguan', 'City']","['东', '莞', '市']",5,6,16,18
1441,"['Dongguan', 'Area', 'Customs']","['东', '莞', '地', '区']",16,18,37,40
1441,"['December', '27th', 'of', 'last', 'year', 'to', 'March', '15th', 'of', 'this', 'year']",['年'],30,40,21,21
1441,"['more', 'than', '8,400']","['八', '千', '四', '百', '多']",22,24,52,56
1443,['China'],['国'],8,8,11,11
1445,['1194'],['个'],6,6,14,14
1445,['first'],['对'],21,21,27,27
1445,['222'],['二'],35,35,39,39
1448,['Tianjin'],"['天', '津']",6,6,10,11
1448,"['the', 'Russian', 'Federation']","['斯', '联', '邦']",17,19,15,17
1448,['China'],['中'],14,14,0,0
1450,['Tianjin'],"['天', '津']",5,5,4,5
1450,['Russia'],['俄'],7,7,7,7
1451,"['the', 'past', 'two', 'years']",['年'],1,4,2,2
1451,"['the', 'Russian', 'Federation']","['斯', '联', '邦']",15,17,7,9
1452,['Tianjin'],"['天', '津']",10,10,10,11
1452,['Russia'],['俄'],12,12,13,13
1452,"['Tianjin', 'Foreign', 'Economic', 'and', 'Trade', 'Committee']","['津', '外', '经', '贸', '委']",2,7,1,5
1453,['Russia'],['俄'],29,29,34,34
1453,"['the', 'end', 'of', 'last', 'year']",['年'],1,5,14,14
1454,['Russian'],['俄'],19,19,28,28
1454,['Tianjin'],"['天', '津']",37,37,25,26
1454,['Chinese'],['中'],17,17,11,11
1454,"['the', 'Russian', 'Commonwealth']","['俄', '罗', '斯', '联', '邦']",39,41,28,32
1456,['Japan'],['日'],19,19,20,20
1456,['Korea'],['韩'],21,21,23,23
1456,['China'],['中'],15,15,14,14
1456,['India'],['印'],23,23,26,26
1456,['Indonesia'],['印'],17,17,17,17
1456,['Asian'],['亚'],12,12,29,29
1456,['Australia'],['澳'],4,4,6,6
1457,['China'],['中'],27,27,22,22
1457,"['the', 'Liberal', 'Party']","['自', '由', '党']",9,11,7,9
1457,"['the', 'National', 'Party']","['国', '家', '党']",13,15,11,13
1458,['Australian'],['澳'],1,1,0,0
1458,['China'],['中'],27,27,27,27
1458,['China'],['中'],14,14,27,27
1458,['Australia'],['澳'],12,12,0,0
1458,['Australia'],['中'],25,25,27,27
1460,"['300,000', 'ton']","['万', '吨']",3,4,5,6
1460,"['the', 'Shuidong', 'Development', 'Zone']",['区'],9,12,19,19
1460,['China'],['华'],29,29,37,37
1460,['Maoming'],"['茂', '名']",5,5,1,2
1461,['twenty'],['十'],28,28,8,8
1461,"['15', 'billion', 'yuan']","['三', '十', '多', '亿', '元']",41,43,67,71
1461,"['more', 'than', '3', 'billion', 'yuan']","['三', '十', '多', '亿', '元']",50,54,67,71
1461,"['more', 'than', '160']",['一'],65,67,82,82
1461,"['the', 'Shuidong', 'Development', 'Zone']",['区'],7,10,22,22
1461,"['more', 'than', '750']","['达', '到', '七']",20,22,37,39
1462,"['the', 'Shuidong', 'Development', 'Zone']",['区'],19,22,21,21
1463,"['30,000', 'ton']","['二', '万', '吨']",20,21,33,35
1463,"['50,000', 'ton']","['五', '万', '吨']",24,25,43,45
1463,['two'],['两'],33,33,11,11
1463,"['20,000', 'ton']","['二', '万', '吨']",16,17,33,35
1463,"['3000', 'ton']","['千', '吨']",34,35,14,15
1463,"['10,000', 'ton']","['一', '万', '吨']",12,13,28,30
1463,"['recent', 'years']","['几', '年']",1,2,0,1
1464,"['15', 'million', 'tons']","['百', '万', '吨']",9,11,12,14
1464,"['the', 'State', 'Council']","['国', '务', '院']",19,21,17,19
1464,['first'],['一'],25,25,30,30
1465,"['the', 'Shuidong', 'Development', 'Zone']",['区'],3,6,7,7
1465,"['several', 'hundred', 'million', 'yuan']","['数', '亿', '元']",9,12,12,14
1466,"['the', 'Shuidong', 'Development', 'Zone']",['区'],7,10,9,9
1466,"['the', 'end', 'of', 'last', 'year']","['到', '去', '年']",1,5,0,2
1466,"['884', 'million', 'yuan']","['四', '亿', '元']",26,28,36,38
1466,"['more', 'than', '2,400']","['二', '千', '四', '百', '多']",17,19,20,24
1467,"['the', 'Shuidong', 'Development', 'Zone']",['区'],8,11,12,12
1469,"['1500', 'US', 'dollars']","['百', '美', '元']",7,9,17,19
1469,['1992'],['，'],2,2,7,7
1470,['Shanghai'],['海'],41,41,43,43
1470,"['5000', 'US', 'dollars']","['千', '美', '元']",23,25,31,33
1470,"['the', 'next', 'three', 'years']","['后', '三', '年']",30,33,39,41
1470,"['the', 'Shanghai', 'Municipal', 'Planning', 'Commission']",['委'],8,12,5,5
1470,"['10', '%', 'to', '11', '%']","['十', '至', '百', '分']",45,49,61,64
1470,['2000'],['，'],27,27,37,37
1471,['third'],['三'],55,55,68,68
1471,"['48', '%']","['二', '０', '０', '０', '年']",68,69,100,104
1471,"['11', '%', 'to', '12', '%']","['十', '一', '至', '十', '二']",44,48,61,65
1471,['1996'],['，'],66,66,96,96
1471,['2000'],['。'],71,71,112,112
1471,"['43', '%']","['三', '，']",63,64,95,96
1473,"['Hong', 'Kong']","['香', '港']",10,11,13,14
1473,"['four', 'years', 'running']","['四', '年']",22,24,18,19
1473,"['Jianhua', 'Dong']","['董', '建', '华']",6,7,0,2
1475,"['Sichuan', 'Province']","['四', '川', '省']",6,7,3,5
1476,['Sichuan'],['四'],4,4,3,3
1478,['China'],['中'],25,25,31,31
1478,"['about', '200']","['约', '二', '百']",28,29,35,37
1478,['Chinese'],['中'],12,12,11,11
1478,['Hunan'],"['湖', '南']",21,21,6,7
1478,['80'],['多'],49,49,46,46
1478,"['more', 'than', '800']","['约', '二', '百']",34,36,35,37
1478,"['the', 'Foreign', 'Friendship', 'Association', 'Exchange', 'Conference']","['会', '交', '流', '会']",4,9,23,26
1478,"['more', 'than', '500']","['约', '二', '百']",43,45,35,37
1480,['first'],['第'],20,20,20,20
1480,['Japan'],['日'],17,17,14,14
1480,['Kobe'],['户'],15,15,17,17
1480,['China'],['中'],13,13,8,8
1480,"['the', 'City', 'of', 'Tianjin']","['国', '天', '津']",8,11,9,11
1480,['China'],['中'],26,26,8,8
1480,['1973'],['年'],6,6,7,7
1481,['China'],['中'],10,10,2,2
1481,['Japan'],['日'],12,12,13,13
1482,['China'],['中'],22,22,13,13
1483,"['10', 'billion', 'US', 'dollars']","['一', '百', '亿', '美', '元']",66,69,72,76
1483,"['the', 'past', '5', 'years']","['，', '近', '五', '年']",6,9,6,9
1483,"['more', 'than', '6', 'billion', 'US', 'dollars']","['六', '十', '多', '亿', '美']",41,46,42,46
1483,"['more', 'than', '1,200']","['一', '千', '二', '百']",50,52,60,63
1483,"['more', 'than', '600']","['各', '种']",19,21,26,27
1485,"['100', 'million', 'US', 'dollars']","['一', '亿', '美', '元']",24,27,27,30
1485,['Tianjin'],"['天', '津']",6,6,3,4
1485,['300'],['百'],16,16,18,18
1486,"['more', 'than', 'sixty']","['六', '十']",53,55,53,54
1486,"['more', 'than', '300']",['多'],15,17,14,14
1486,"['the', 'Committee', 'of', 'Foreign', 'Economy', 'and', 'Trade', 'of', 'Tianjin']","['据', '天', '津']",4,12,0,2
1487,['one'],['是'],4,4,3,3
1487,['Tianjin'],"['天', '津']",11,11,4,5
1488,['Korea'],['韩'],22,22,16,16
1488,['US'],['美'],24,24,19,19
1488,['Japan'],['日'],20,20,13,13
1488,['Tianjin'],"['天', '津']",2,2,0,1
1488,"['Goubuli', 'Steamed', 'Bun']","['不', '理', '包', '子']",6,8,6,9
1489,"['the', 'Committee', 'of', 'Foreign', 'Economy', 'and', 'Trade', 'of', 'Tianjin']","['，', '天', '津']",6,14,2,4
1489,"['next', 'year']","['明', '年']",4,5,10,11
1490,['Chinese'],['国'],17,17,26,26
1490,['China'],['国'],31,31,26,26
1492,['Russia'],['俄'],21,21,6,6
1492,['China'],['中'],19,19,3,3
1492,"['North', 'Korea']","['朝', '鲜']",23,24,10,11
1492,['Chinese'],['中'],48,48,52,52
1492,['three'],['三'],16,16,12,12
1492,"['Tumen', 'River']","['图', '们', '江']",1,2,17,19
1492,"['the', 'Tumen', 'Delta']","['的', '图', '们', '江']",10,12,16,19
1492,"['Shishen', 'Ding']","['丁', '士', '晟']",52,53,48,50
1492,"['the', 'United', 'Nations', 'Development', 'and', 'Planning']","['国', '开', '发', '计']",60,65,63,66
1492,['1991'],['。'],58,58,85,85
1493,['Russia'],['俄'],25,25,26,26
1493,['three'],['三'],20,20,29,29
1493,['China'],['俄'],23,23,26,26
1493,"['North', 'Korea']","['中', '、', '俄']",27,28,24,26
1493,"['the', 'end', 'of', '1995']",['底'],1,4,6,6
