doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-14,anchor,ss-32,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",34,35,159,167,"[26, 26]"
864dc540-ef75-56eb-807e-948ae4d35162+3,event-21,anchor,ss-42,"At the same time , leaders here will press the case with diplomats from abroad that the military is the only hope to prevent further chaos in Cairo .",در عین حال رهبران حاضر در اینجا با دیپلمات های خارج از کشور در این مورد بحث می کنند که ارتش تنها امید برای جلوگیری از هرج و مرج بیشتر در قاهره است .,press the case,بحث می کنند که,این مورد بحث می‌کنند,در این مورد بحث می کنند,"['در', 'این', 'مورد', 'بحث', 'می', 'کنند']",13,18,60,83,"[8, 10]"
864dc540-ef75-56eb-807e-948ae4d35162+3,event-21,patient,ss-9,"At the same time , leaders here will press the case with diplomats from abroad that the military is the only hope to prevent further chaos in Cairo .",در عین حال رهبران حاضر در اینجا با دیپلمات های خارج از کشور در این مورد بحث می کنند که ارتش تنها امید برای جلوگیری از هرج و مرج بیشتر در قاهره است .,diplomats,دیپلمات,دیپلمات‌های,دیپلمات های,"['دیپلمات', 'های']",8,9,35,46,"[12, 12]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+2,event-14,agent,ss-2,"While Taiwan ’ s initial efforts to control the spread of the virus have won praise at home and abroad , it is now facing an upsurge in cases from people bringing the virus with them to the island , as are some other countries in Asia .",در حالی که تلاش های اولیه تایوان برای کنترل گسترش ویروس در داخل و خارج از کشور مورد تحسین قرار گرفته است ، اما در حال حاضر با افزایش موارد ابتلا به این ویروس از طریق افرادی که این ویروس را با خود به جزیره می آورند ، مواجه است .,the virus,به این ویروس,ویروس,ویروس,['ویروس'],10,10,50,55,"[11, 12]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+2,event-16,agent,ss-2,"While Taiwan ’ s initial efforts to control the spread of the virus have won praise at home and abroad , it is now facing an upsurge in cases from people bringing the virus with them to the island , as are some other countries in Asia .",در حالی که تلاش های اولیه تایوان برای کنترل گسترش ویروس در داخل و خارج از کشور مورد تحسین قرار گرفته است ، اما در حال حاضر با افزایش موارد ابتلا به این ویروس از طریق افرادی که این ویروس را با خود به جزیره می آورند ، مواجه است .,the virus,به این ویروس,ویروس,ویروس,['ویروس'],10,10,50,55,"[11, 12]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+2,event-16,patient,ss-14,"While Taiwan ’ s initial efforts to control the spread of the virus have won praise at home and abroad , it is now facing an upsurge in cases from people bringing the virus with them to the island , as are some other countries in Asia .",در حالی که تلاش های اولیه تایوان برای کنترل گسترش ویروس در داخل و خارج از کشور مورد تحسین قرار گرفته است ، اما در حال حاضر با افزایش موارد ابتلا به این ویروس از طریق افرادی که این ویروس را با خود به جزیره می آورند ، مواجه است .,the island,از کشور,جزیره,جزیره,['جزیره'],44,44,199,204,"[37, 38]"
8f89a335-8cfd-59ce-89f8-3a5269dd2c9d+2,event-4,patient,ss-14,"While Taiwan ’ s initial efforts to control the spread of the virus have won praise at home and abroad , it is now facing an upsurge in cases from people bringing the virus with them to the island , as are some other countries in Asia .",در حالی که تلاش های اولیه تایوان برای کنترل گسترش ویروس در داخل و خارج از کشور مورد تحسین قرار گرفته است ، اما در حال حاضر با افزایش موارد ابتلا به این ویروس از طریق افرادی که این ویروس را با خود به جزیره می آورند ، مواجه است .,the island,از کشور,جزیره,جزیره,['جزیره'],44,44,199,204,"[37, 38]"
97bd1bd4-8a41-51e4-9130-d9b20977a37e+2,event-18,patient,ss-4,Supporters of an extreme right party which entered Greece &apos;s parliament for the first time in the 6 May elections have clashed with police during an anti-immigrant protest in the western port of Patras .,حامیان یک حزب راست افراطی که برای اولین بار در انتخابات ۶ مه برای اولین بار وارد پارلمان یونان شد ، در جریان یک تظاهرات ضد مهاجرتی در بندر غربی پاتراس با پلیس درگیر شدند .,Greece &apos;s parliament,پارلمان,پارلمان یونان,پارلمان یونان,"['پارلمان', 'یونان']",17,18,81,94,"[8, 10]"
98749ded-9acd-55cb-9bd0-df082f20fee5+0,event-13,patient,ss-7,Death toll in December &apos;s Cairo church bombing rises to 29,مرگ و میر در بمباران کلیسای قاهره در دسامبر به ۲۹ نفر افزایش یافت .,Cairo church,کلیسای,کلیسای قاهره,کلیسای قاهره,"['کلیسای', 'قاهره']",5,6,21,33,"[5, 6]"
98749ded-9acd-55cb-9bd0-df082f20fee5+0,event-8,patient,ss-1,Death toll in December &apos;s Cairo church bombing rises to 29,مرگ و میر در بمباران کلیسای قاهره در دسامبر به ۲۹ نفر افزایش یافت .,29,۲۹,,۲۹,['۲۹'],10,10,47,49,"[10, 10]"
98a1dcae-9f2a-508c-929c-6ff46e226db9+1,event-14,patient,ss-1,"Colombia &apos;s main rebel group , the Revolutionary Armed Forces of Colombia , or FARC , has released a video of an abducted congressman as proof the politician is alive .",گروه شورشی اصلی کلمبیا ، نیروهای مسلح انقلابی کلمبیا ، یا فارک ، ویدئویی از یک نماینده کنگره ربوده شده منتشر کرده اند تا ثابت کنند که او زنده است .,an abducted congressman,یک نماینده,یک نماینده کنگره ربوده,یک نماینده کنگره ربوده شده,"['یک', 'نماینده', 'کنگره', 'ربوده', 'شده']",15,19,76,102,"[21, 23]"
98a1dcae-9f2a-508c-929c-6ff46e226db9+1,event-2,patient,ss-1,"Colombia &apos;s main rebel group , the Revolutionary Armed Forces of Colombia , or FARC , has released a video of an abducted congressman as proof the politician is alive .",گروه شورشی اصلی کلمبیا ، نیروهای مسلح انقلابی کلمبیا ، یا فارک ، ویدئویی از یک نماینده کنگره ربوده شده منتشر کرده اند تا ثابت کنند که او زنده است .,an abducted congressman,یک نماینده,یک نماینده کنگره ربوده,یک نماینده کنگره ربوده شده,"['یک', 'نماینده', 'کنگره', 'ربوده', 'شده']",15,19,76,102,"[21, 23]"
98a1dcae-9f2a-508c-929c-6ff46e226db9+7,event-11,anchor,ss-28,"Established as the military wing of the Colombian Communist Party in 1964 , FARC is Colombia &apos; s oldest , largest and best-equipped Marxist rebel group , according to the U.S. Department of State .",این سازمان به عنوان شاخه نظامی حزب کمونیست کلمبیا در سال ۱۹۶۴ تأسیس شد و قدیمی ترین ، بزرگترین و مجهزترین گروه شورشی مارکسیستی در کلمبیا است .,according,.,,,[],0,0,0,0,"[27, 27]"
98a1dcae-9f2a-508c-929c-6ff46e226db9+7,event-11,agent,ss-16,"Established as the military wing of the Colombian Communist Party in 1964 , FARC is Colombia &apos; s oldest , largest and best-equipped Marxist rebel group , according to the U.S. Department of State .",این سازمان به عنوان شاخه نظامی حزب کمونیست کلمبیا در سال ۱۹۶۴ تأسیس شد و قدیمی ترین ، بزرگترین و مجهزترین گروه شورشی مارکسیستی در کلمبیا است .,the U.S. Department of State,.,,,[],0,0,0,0,"[29, 33]"
9aa98aa3-9e57-5441-bfeb-04306c24f4e4+1,event-6,patient,ss-1,A Catholic archbishop was kidnapped today in the northern Iraqi city of Mosul .,یک اسقف اعظم کاتولیک در شهر موصل در شمال عراق ربوده شد .,A Catholic archbishop,یک اسقف,یک اسقف اعظم کاتولیک,یک اسقف اعظم کاتولیک,"['یک', 'اسقف', 'اعظم', 'کاتولیک']",0,3,0,20,"[0, 2]"
9aa98aa3-9e57-5441-bfeb-04306c24f4e4+2,event-1,anchor,ss-17,"Witnesses said Basile Georges Casmoussa , 66 , was seized by gunmen as he was walking in front of his church .",شاهدها می گویند که باسیل ژرژ کاسماسا ۶۶ ساله هنگام عبور از جلوی کلیسا توسط افراد مسلح دستگیر شد .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",1,2,7,15,"[1, 1]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+0,event-25,agent,ss-13,"As Mubarak Digs In , U.S. Policy in Egypt Is Complicated",همان طور که مبارک در مصر نفوذ می کند ، سیاست آمریکا در مصر پیچیده است .,U.S.,آمریکا در,آمریکا,آمریکا,['آمریکا'],11,11,45,51,"[5, 5]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+10,event-10,agent,ss-9,"But human rights advocates say that so far Mr. Suleiman , who also is in charge of Egyptian intelligence , has shown no sign of discontinuing the practice of extra-legal detention of political opponents — a hallmark of President Hosni Mubarak ’ s nearly 30-year rule that is a central grievance of the protesters in the streets .",اما مدافعان حقوق بشر می گویند که تا به حال آقای سلیمان که مسئول اطلاعات مصر نیز هست ، هیچ نشانه ای از توقف حبس بیش از حد قانونی مخالفان سیاسی نشان نداده است - این نشانه بارز حکومت تقریباً ۳۰ ساله حسنی مبارک رئیس جمهور مصر است که شکایت اصلی معترضان در خیابان ها است .,human rights advocates,بشر می,مدافعان حقوق بشر,مدافعان حقوق بشر,"['مدافعان', 'حقوق', 'بشر']",1,3,4,20,"[1, 3]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+10,event-10,anchor,ss-34,"But human rights advocates say that so far Mr. Suleiman , who also is in charge of Egyptian intelligence , has shown no sign of discontinuing the practice of extra-legal detention of political opponents — a hallmark of President Hosni Mubarak ’ s nearly 30-year rule that is a central grievance of the protesters in the streets .",اما مدافعان حقوق بشر می گویند که تا به حال آقای سلیمان که مسئول اطلاعات مصر نیز هست ، هیچ نشانه ای از توقف حبس بیش از حد قانونی مخالفان سیاسی نشان نداده است - این نشانه بارز حکومت تقریباً ۳۰ ساله حسنی مبارک رئیس جمهور مصر است که شکایت اصلی معترضان در خیابان ها است .,say,گویند,می‌گویند,می گویند,"['می', 'گویند']",4,5,21,29,"[4, 4]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+10,event-23,agent,ss-10,"But human rights advocates say that so far Mr. Suleiman , who also is in charge of Egyptian intelligence , has shown no sign of discontinuing the practice of extra-legal detention of political opponents — a hallmark of President Hosni Mubarak ’ s nearly 30-year rule that is a central grievance of the protesters in the streets .",اما مدافعان حقوق بشر می گویند که تا به حال آقای سلیمان که مسئول اطلاعات مصر نیز هست ، هیچ نشانه ای از توقف حبس بیش از حد قانونی مخالفان سیاسی نشان نداده است - این نشانه بارز حکومت تقریباً ۳۰ ساله حسنی مبارک رئیس جمهور مصر است که شکایت اصلی معترضان در خیابان ها است .,Egyptian intelligence,اطلاعات,اطلاعات مصر,اطلاعات مصر,"['اطلاعات', 'مصر']",14,15,64,75,"[17, 18]"
9ca065ad-c8eb-53b6-a8b3-aea777c53d90+10,event-23,patient,ss-11,"But human rights advocates say that so far Mr. Suleiman , who also is in charge of Egyptian intelligence , has shown no sign of discontinuing the practice of extra-legal detention of political opponents — a hallmark of President Hosni Mubarak ’ s nearly 30-year rule that is a central grievance of the protesters in the streets .",اما مدافعان حقوق بشر می گویند که تا به حال آقای سلیمان که مسئول اطلاعات مصر نیز هست ، هیچ نشانه ای از توقف حبس بیش از حد قانونی مخالفان سیاسی نشان نداده است - این نشانه بارز حکومت تقریباً ۳۰ ساله حسنی مبارک رئیس جمهور مصر است که شکایت اصلی معترضان در خیابان ها است .,political opponents,سیاسی,مخالفان سیاسی,مخالفان سیاسی,"['مخالفان', 'سیاسی']",29,30,128,141,"[32, 33]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+1,event-10,agent,ss-2,"An outbreak of Ebola hemorrhagic fever in West Africa has spread to Guinea &apos;s capital and beyond its borders in an &quot; unprecedented epidemic , &quot; a leading aid agency reported Monday .",یک شیوع تب واگیر ابولا در غرب آفریقا به پایتخت گینه و فراتر از مرزهای آن در یک « همه گیری بی سابقه » گزارش داده است .,Ebola hemorrhagic fever,ابولا,تب واگیر ابولا,تب واگیر ابولا,"['تب', 'واگیر', 'ابولا']",2,4,8,22,"[3, 5]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+1,event-11,agent,ss-2,"An outbreak of Ebola hemorrhagic fever in West Africa has spread to Guinea &apos;s capital and beyond its borders in an &quot; unprecedented epidemic , &quot; a leading aid agency reported Monday .",یک شیوع تب واگیر ابولا در غرب آفریقا به پایتخت گینه و فراتر از مرزهای آن در یک « همه گیری بی سابقه » گزارش داده است .,Ebola hemorrhagic fever,ابولا,تب واگیر ابولا,تب واگیر ابولا,"['تب', 'واگیر', 'ابولا']",2,4,8,22,"[3, 5]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+1,event-11,anchor,ss-24,"An outbreak of Ebola hemorrhagic fever in West Africa has spread to Guinea &apos;s capital and beyond its borders in an &quot; unprecedented epidemic , &quot; a leading aid agency reported Monday .",یک شیوع تب واگیر ابولا در غرب آفریقا به پایتخت گینه و فراتر از مرزهای آن در یک « همه گیری بی سابقه » گزارش داده است .,epidemic,گیری,همه‌گیری,همه گیری,"['همه', 'گیری']",19,20,81,89,"[23, 23]"
a482a16c-47cc-5625-ae6e-a6b0718bd098+1,event-1,agent,ss-1,"An outbreak of Ebola hemorrhagic fever in West Africa has spread to Guinea &apos;s capital and beyond its borders in an &quot; unprecedented epidemic , &quot; a leading aid agency reported Monday .",یک شیوع تب واگیر ابولا در غرب آفریقا به پایتخت گینه و فراتر از مرزهای آن در یک « همه گیری بی سابقه » گزارش داده است .,a leading aid agency,داده,,,[],0,0,0,0,"[26, 29]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+1,event-14,agent,ss-1,A 49-year-old doctor was arrested Saturday for throwing a shoe at Greek Prime Minister George Papandreou in protest of the government &apos;s austerity measures .,یک دکتر چهل و نه ساله به دلیل اصابت یک کفش به نخست وزیر یونان جورج پاپولدو در اعتراض به اقدامات تحمیلی دولت دستگیر شد .,A 49-year-old doctor,یک دکتر,یک دکتر چهل و نه ساله,یک دکتر چهل و نه ساله,"['یک', 'دکتر', 'چهل', 'و', 'نه', 'ساله']",0,5,0,21,"[0, 2]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+1,event-28,patient,ss-1,A 49-year-old doctor was arrested Saturday for throwing a shoe at Greek Prime Minister George Papandreou in protest of the government &apos;s austerity measures .,یک دکتر چهل و نه ساله به دلیل اصابت یک کفش به نخست وزیر یونان جورج پاپولدو در اعتراض به اقدامات تحمیلی دولت دستگیر شد .,A 49-year-old doctor,یک دکتر,یک دکتر چهل و نه ساله,یک دکتر چهل و نه ساله,"['یک', 'دکتر', 'چهل', 'و', 'نه', 'ساله']",0,5,0,21,"[0, 2]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+1,event-14,patient,ss-2,A 49-year-old doctor was arrested Saturday for throwing a shoe at Greek Prime Minister George Papandreou in protest of the government &apos;s austerity measures .,یک دکتر چهل و نه ساله به دلیل اصابت یک کفش به نخست وزیر یونان جورج پاپولدو در اعتراض به اقدامات تحمیلی دولت دستگیر شد .,Greek Prime Minister George Papandreou,یونان جورج پاپولدو,نخست‌وزیر یونان جورج پاپولدو,نخست وزیر یونان جورج پاپولدو,"['نخست', 'وزیر', 'یونان', 'جورج', 'پاپولدو']",12,16,46,74,"[11, 15]"
a813a8fa-2efc-5b7d-ac94-4b73fc9b71a3+1,event-22,agent,ss-3,A 49-year-old doctor was arrested Saturday for throwing a shoe at Greek Prime Minister George Papandreou in protest of the government &apos;s austerity measures .,یک دکتر چهل و نه ساله به دلیل اصابت یک کفش به نخست وزیر یونان جورج پاپولدو در اعتراض به اقدامات تحمیلی دولت دستگیر شد .,the government,و نه ساله به,دولت,دولت,['دولت'],22,22,103,107,"[19, 20]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-13,patient,ss-9,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,one of the mosques,یکی از مساجد,,یکی از مساجد,"['یکی', 'از', 'مساجد']",18,20,63,75,"[10, 13]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-13,agent,ss-3,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,we,ما,,,[],0,0,0,0,"[19, 19]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-18,agent,ss-3,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,we,ما,,,[],0,0,0,0,"[19, 19]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-13,anchor,ss-27,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,surveilling,می,,,[],0,0,0,0,"[22, 22]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-18,anchor,ss-32,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,questioning,می,,,[],0,0,0,0,"[24, 24]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-18,patient,ss-8,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,some of the people,می,,,[],0,0,0,0,"[25, 28]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+4,event-7,anchor,ss-21,"&quot; We knew he attended school in Yemen , and one of the mosques he was visiting in Sanaa we &apos;ve been surveilling and questioning some of the people there to see whether he has links or not , &quot; he said .",او می گوید : « ما می دانستیم که او به مدرسه ای در یمن می رود و یکی از مساجد در صنعا را ملاقات می کند .,said,گوید,می‌گوید,می گوید,"['می', 'گوید']",1,2,3,10,"[41, 41]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+7,event-3,anchor,ss-17,"AbdulMutallab bought his ticket to travel from Lagos , Nigeria , to Detroit , Michigan , via Amsterdam the day before the first attack , according to Nigerian officials .",بنا به گفته مقامات نیجریه ، عبدالملوک بلیط سفر خود را از لاگوس نیجریه به دیترویت در میشیگان ، روز قبل از حمله اول از طریق آمستردام خریده است .,according,به,بنا,بنا به گفته,"['بنا', 'به', 'گفته']",0,2,0,11,"[25, 25]"
a8c27333-43b2-5b8a-a331-9fee8c37c438+7,event-3,agent,ss-1,"AbdulMutallab bought his ticket to travel from Lagos , Nigeria , to Detroit , Michigan , via Amsterdam the day before the first attack , according to Nigerian officials .",بنا به گفته مقامات نیجریه ، عبدالملوک بلیط سفر خود را از لاگوس نیجریه به دیترویت در میشیگان ، روز قبل از حمله اول از طریق آمستردام خریده است .,Nigerian officials,مقامات,مقامات نیجریه,مقامات نیجریه,"['مقامات', 'نیجریه']",3,4,12,25,"[27, 28]"
aaecf230-a8fd-569a-9e4f-02977513dd68+0,event-1,patient,ss-1,Egypt names new foreign minister,مصر نام وزیر امور خارجه جدید را بر آن نهاد .,new foreign minister,جدید,وزیر امور خارجه جدید,وزیر امور خارجه جدید,"['وزیر', 'امور', 'خارجه', 'جدید']",2,5,8,28,"[2, 4]"
acbd122b-bfed-5ee7-b810-128fd817a951+4,event-26,patient,ss-1,After the 14 were suspended – all on full pay – Pentonville was forced to close a wing as it had insufficient staff to make it secure .,پس از اینکه ۱۴ نفر به طور کامل تعلیق شدند ، پنتنویل مجبور به بستن یک بخش شد ، زیرا کارکنان کافی برای اطمینان از این امر نداشت .,the 14,۱۴,,۱۴ نفر,"['۱۴', 'نفر']",3,4,12,18,"[1, 2]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-15,patient,ss-5,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,Two of the 14 officers,تن از ۱۴ افسر,دو تن از ۱۴ افسر,دو تن از ۱۴ افسر,"['دو', 'تن', 'از', '۱۴', 'افسر']",0,4,0,16,"[0, 4]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-16,patient,ss-5,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,Two of the 14 officers,تن از ۱۴ افسر,دو تن از ۱۴ افسر,دو تن از ۱۴ افسر,"['دو', 'تن', 'از', '۱۴', 'افسر']",0,4,0,16,"[0, 4]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-17,patient,ss-5,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,Two of the 14 officers,تن از ۱۴ افسر,دو تن از ۱۴ افسر,دو تن از ۱۴ افسر,"['دو', 'تن', 'از', '۱۴', 'افسر']",0,4,0,16,"[0, 4]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-19,patient,ss-5,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,Two of the 14 officers,تن از ۱۴ افسر,دو تن از ۱۴ افسر,دو تن از ۱۴ افسر,"['دو', 'تن', 'از', '۱۴', 'افسر']",0,4,0,16,"[0, 4]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-16,anchor,ss-29,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,found guilty,و گناهکار,گناهکار شناخته,گناهکار شناخته شدند,"['گناهکار', 'شناخته', 'شدند']",7,9,24,43,"[8, 9]"
acbd122b-bfed-5ee7-b810-128fd817a951+7,event-19,anchor,ss-32,"Two of the 14 officers were charged and found guilty , but both these convictions were overturned on appeal .",دو تن از ۱۴ افسر متهم و گناهکار شناخته شدند ، اما هر دو این محکومیت ها در فرجام خواهی لغو شد .,appeal,خواهی,فرجام‌خواهی,فرجام خواهی,"['فرجام', 'خواهی']",18,19,74,85,"[18, 18]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+0,event-11,anchor,ss-31,Teenager jailed for seven years for attack on Jewish teacher in France,نوجوان به جرم حمله به معلم یهودی در فرانسه به هفت سال زندان محکوم شد .,jailed,زندان,زندان محکوم شد,زندان محکوم شد,"['زندان', 'محکوم', 'شد']",12,14,54,68,"[1, 1]"
bb3db4ea-c13d-5bda-9354-8e5024966d00+0,event-15,patient,ss-2,Teenager jailed for seven years for attack on Jewish teacher in France,نوجوان به جرم حمله به معلم یهودی در فرانسه به هفت سال زندان محکوم شد .,Jewish teacher,معلم,معلم یهودی,معلم یهودی,"['معلم', 'یهودی']",5,6,22,32,"[8, 9]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-1,agent,ss-32,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,Israel,اسرائیل,اسرائیل,اسرائیل,['اسرائیل'],0,0,0,7,"[0, 0]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-34,agent,ss-32,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,Israel,اسرائیل,,اسرائیل,['اسرائیل'],0,0,0,7,"[0, 0]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-35,patient,ss-32,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,Israel,اسرائیل,اسرائیل,اسرائیل,['اسرائیل'],0,0,0,7,"[0, 0]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-1,anchor,ss-75,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,says,گوید,می‌گوید,می گوید,"['می', 'گوید']",1,2,8,15,"[1, 1]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-34,anchor,ss-108,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,assault,حملات,,حملات,['حملات'],3,3,16,21,"[4, 4]"
bca478b9-c71b-5026-b974-d05a13ac4e4c+3,event-46,anchor,ss-120,"Israel says the military assault is in response to ongoing rocket strikes on Israel , which have killed two Israelis .",اسرائیل می گوید حملات موشکی در پاسخ به اسرائیل در حال انجام است که دو اسرائیلی را کشت .,killed,را,کشت,کشت,['کشت'],17,17,82,85,"[17, 17]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+2,event-14,agent,ss-21,"The two cars exploded when security forces fired at them after their drivers refused to stop near a police station in the Northern Sinai town of Sheikh Zuweid , security sources said .",این دو خودرو وقتی منفجر شدند که نیروهای امنیتی به آن ها شلیک کردند که رانندگان آن ها از توقف در نزدیکی یک ایستگاه پلیس در شمال سینا خودداری کردند .,security forces,نیروهای,نیروهای امنیتی,نیروهای امنیتی,"['نیروهای', 'امنیتی']",7,8,32,46,"[5, 6]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+2,event-14,patient,ss-23,"The two cars exploded when security forces fired at them after their drivers refused to stop near a police station in the Northern Sinai town of Sheikh Zuweid , security sources said .",این دو خودرو وقتی منفجر شدند که نیروهای امنیتی به آن ها شلیک کردند که رانندگان آن ها از توقف در نزدیکی یک ایستگاه پلیس در شمال سینا خودداری کردند .,their drivers,رانندگان,رانندگان آن‌ها,رانندگان آن ها,"['رانندگان', 'آن', 'ها']",15,17,70,84,"[11, 12]"
c1a951c5-c2c8-5a10-b03d-e9751ec98631+2,event-8,agent,ss-4,"The two cars exploded when security forces fired at them after their drivers refused to stop near a police station in the Northern Sinai town of Sheikh Zuweid , security sources said .",این دو خودرو وقتی منفجر شدند که نیروهای امنیتی به آن ها شلیک کردند که رانندگان آن ها از توقف در نزدیکی یک ایستگاه پلیس در شمال سینا خودداری کردند .,security sources,امنیتی,,,[],0,0,0,0,"[29, 30]"
